Job_Title,Job_Company,Job_Salary,Job_Desc
Business Analyst (5 - 7 years exp) - Urgent Hire!JonDavidson Pte Ltd(Recruitment Firm),JonDavidson Pte Ltd(Recruitment Firm),"SGD 5,500 - SGD 7,500Min 5 years (Senior Executive) Singapore - Central","Business Analyst (Agile)  Contract roleIndustry: logisticsHiring Type: Fixed Term ContractLocation: SingaporeSalary up to 7k/monthResponsibilities Works with business stakeholders to understand, analyze, evaluate the business requirements and translate them into functional and non-functional requirements Critically evaluates information gathered from multiple sources and reconciles conflicts Dissects high-level information into details and is able to communicate details in a manner understood by relevant audiences Analyzes existing programs or formulates logic for new systems, devises logic procedures, prepares flowcharting, may perform configuration, tests, and roll-outs to business users and customers Tests solutions and ensures they meet business requirements and are fit-for-purpose. Presents and validates solutions with business partners. Creates and executes test plans Collaborate with Product Owner/Scrum Master/Team Lead/Architect/UX Designers for successful execution of the project Participates in software estimation process, such as Delphi and Agile estimation techniques Balances business requirements with technical feasibility. Recommends changes in business process, development, maintenance and system standards. Be part of the Agile team and participate in all Agile activities (standups, planning, validations, etc.) Keep your ear to the ground and help us incorporate industry best practices and important developments into our productsQualifications BA/BS degree or equivalent work experience 5 - 7 years of experience as a Business Systems Analyst Experience in Agile Scrum development methodology Ability to articulate change implications for any process or system solution to any level in the business organization (from user to senior management Being able to articulate and communicate in both written and oral forms to various types of audiences (developers to managers to business owners)We invite you to write in to Kevin at k.chonghr@jondavidsongroup.com, with your updated CV (in MSWord format). We regret to inform only selected candidates will be notified. However, if you are not selected, we will keep your CV and contact you for suitable role(s) that comes along.Kevin ChongDID: 62957159EA Reg No. R1109670EA License No. 08C4705"
"IT Business Analyst (MNC, exp in Software Development)P'nnacle Pte Ltd(Recruitment Firm)",P'nnacle Pte Ltd(Recruitment Firm),Around expected salaryMin 2 years (Junior Executive) Singapore - Central,"Provide on-going application support and be involved in various stages of the SDLCConduct user requirements gathering, analyse business requirement for development / implementation of new systems and of enhancements to existing systemsEvaluate potential solutions and make recommendations to address business requestsPlan and conduct/coordinate System Integration Test and user acceptance test.Liaise closely with business users and build good rapportLiaise closely with vendors in project implementation, application testing, supporting application patching and upgradesSupport the team in defining project requirements, tracking and documentationDay to day system support and maintenance  attending to severity issues, system monitoring and support users enquiries.Ad hoc dutiesRequirements:Min Diploma/Degree in ITMin 2-3 years of IT Business analysis experienceProgram development and system analysis experienceComfortable with developing statistical models & simulationWorking knowledge on Qlikview will be preferredWorking knowledge on Talend Data Integration tools will be preferredInterested & qualified applicants, please forward your latest CV in MS word format to fion@pnnacle.com.sg"
IT Senior Business Analyst (Education Sector/ Up to S$5000)MCi CAREER SERVICES PTE LTD(Recruitment Firm),MCi CAREER SERVICES PTE LTD(Recruitment Firm),"SGD 4,000 - SGD 5,500Min 2 years (Senior Executive) Multiple work locationsSingapore - WestSingapore - Central","Responsbilities:Analyze business requirement with users. Determine feasibility, cost, time and resources required, compatibility with existing system(s), potential problem areas, and recommending and presenting solutions in meeting project objectives.To assist IT manager to manager outsource vendor to meet project scope, budget and schedule, with proper project that is closely monitored and if necessary, adjusted.Ensure all project documentations are created and kept up to date.Maintain data integrity and confidentiality with regards to the information being processed, stored and accessed.To assist IT Assistant Manager to manage project risks for prompt and proper escalation.Report periodically to IT Manager on progress and status of projects.GeneralAssist in both annual internal and external audit exercises.Maintan in data integrity and confidentiaIity with regards to the information being processed, stored and accessed.Render administration support for departmental operations.Perform other function as necessary or assigned.Requirements:Degree in Information Technology or its equivalent with at least 6 years of relevant working experience.Minimum 4 years experience in large or medium size IT projects including full lifecycle in application development, business consultancy, pre-sales support, technical architecture and/or infrastructure support. Familiar with project SDLC methodology.Excellent communication (verbal and written) and interpersonal skills.Possess strong analytical and technical competencies.Possess the knack of being proactive and taking ownership of problems. Possess strong abiIit:y to multi-task.Excellent interpersonal, communication and presentation skills.Enjoy working with people and possess a service-oriented mindset.Good team PlayerOther Requirements:Familiar in one or more of the following languages, tools and technologies:Service Oriented ArchitectureWeb Services and XMLJava/J2EE and .NET developmentEnterprise Content Management, Business Process management, Portal, Enterprise Service BusEnterprise ArchitectureDevelopment methodologies (SSADM, RAD, JAD, Object Oriented Agile Development)Oracle/NSSQL ScriptingPlease submit your updated resume in MS format by using the APPLY NOW BUTTON.Our dedicated and approachable MCI consultants will get back to you soon for a confidential discussion.Please include the following information in your resume: Education background Work experiences in point forms Reason (s) for leaving Current and expected salary Date of availability / Notice period**We regret to inform that only shortlisted candidates would be notified. **We wish you all the best in your career search.Richard Lam Weng WahRegistration Number: R1217553EA Licence No: 06C2859"
ERP Business AnalystSynergix Technologies Pte Ltd,Synergix Technologies Pte Ltd,Around expected salary Entry LevelSingapore - West,"Job DescriptionsUnderstand clients' business functions and objectives so as to propose appropriate and efficient solutions.Conceptualize and Design user friendly interface.Prepare detail specifications, design documents and test cases.Manage scope of work and project schedule based on the agreed timeline committed to clients.Monitor entire SDLC development.Train clients on the ERP software solutions discussed and developed for them.Make sure successful live run of all clients assigned.Carry out post implementation support.RequirementsDegree from Computer Science or System Information, Accounting or Business StudiesStrong interest in ERP solutions, e.g. Project Costing, Supply Chain Management, and Payroll.Good communication in both English and Mandarin to liaise with English and Mandarin speaking associates.Keen interest in Project Implementation and Management.Good Inter-personal communication skill.Proactive, highly self-motivated, result oriented and can work independently.Must be very Customer Oriented.Ability to prioritize and handle multiple tasks."
Strategic Business AnalystFuture Electronics Inc (Distribution) Pte Ltd,Future Electronics Inc (Distribution) Pte Ltd,Below expected salaryMin 2 years (Junior Executive) Singapore - East,"Strategic Business Analyst is a member of World Wide Strategic Business Analyst team with key objective to improve productivity within the sales organization.They work in conjunction with Executive Management in Sales and at Corporate, to ensure that the proper initiatives are being focused on within the sales organization.Job Scopes:Conduct regular account reviews with assigned Asia Sales Management to review key performing indicators, ensure proper account qualification, coverage, strategy and assignments in order to maximize revenue.Responsible for working with assigned Asia Sales Management to ensure their activities are aligned with corporate strategy.Focus on driving revenue and profit growth across regions in Asia through implementation of initiatives / projects.Collaborate with counterparts in other territories to oversee the Global Transfer Business process, which tracks business moving from one territory to another. Work with WWBA and sales teams to facilitate the transfer process.Mediate inter-branch conflict to justify fair distribution of split businesses.Ensure proper implementation of Sales Operating Procedures and Best Business Practices.Job Requirements:Degree in Commerce, Economics, Finance or Business Administration.Minimum 2 - 3 years ofworking experience.Advanced knowledge of using MS Office Application, specifically: Excel, Word and Access.Experience in project and change management.Experience working with senior management team.Ability to analyze data and present findings to senior level management in a concise manner.Comfortable working independently, as well as in a team environment.Detail oriented.Persistent and results orientedHigh degree of confidentiality.Strong analytical skills.Strong communication and interpersonal skills.Relationship building skillsExcellent arbitration and mediation skills."
Jr. Business Analyst (Financial & Infrastructure)Optimum Solutions (S) Pte Ltd(Recruitment Firm),Optimum Solutions (S) Pte Ltd(Recruitment Firm),"SGD 5,500 - SGD 7,500Min 1 year (Junior Executive) Singapore - East","Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Finance/Accountancy/Banking or equivalent.At least 2 year(s) of working experience in the related field is required for this position.Preferably Junior Executives specializing in Banking/Financial Services or equivalent.Full-Time and Contract position(s) available.12 Months ContractLocation: CBPSupport the engagement of Service Delivery matters to Asia Business Manager, O&T Heads, CIOs and senior management.1. Understand Company's financial blue and green $ chargeback methodology.2. Understand IT infrastructure and consumables technology and estates and drive productivity initiatives1. Collate, analyze and report monthly blue expenses to ISD heads, Business manager in the country and products and management.2. Analyze and submit optimization analysis from financial perspective as input to Infrastructure Planning and Consumer Portfolio Manager.3. Manage and track day to day blue$ activities in particular projects and CDO activities.4. Perform adhoc and trending reports on current consumption.5. Provide support for Projects and Initiatives from estimation of Blue impact to business.6. Provide Data Center relocation project on the co-ordination with the Architects and project team on lift and shift and modernization track."
"Business Data Analyst (Retail Analytics,Tableau/BI,$4K+Good Bonus,CBD)Good Job Creations (Singapore) Pte Ltd(Recruitment Firm)",Good Job Creations (Singapore) Pte Ltd(Recruitment Firm),"SGD 3,500 - SGD 4,500Min 2 years (Senior Executive) Singapore - Central","[Order Number: 1806-50627]Analyze macro-economic and business data to identify trends and close gaps in Singapore and/or ChinaResearch and explain trends identified qualitatively and quantitativelyDesign and build business analyses in Excel, Power BI, Tableau and QlikViewPrepare reports and presentations on analytical insights on business performance and external market research for Senior Management and investorsDevelop enterprise-wide business systems and processes to enhance efficiencyRequirementsBachelors degree in Mathematics, Statistics, Computer Science, Economics, Business, or other mathematical-intensive majors2 years of Business Analysis or related experienceFamiliarity with data visualization tools, e.g. Tableau would be a strong advantageProficient in Microsoft Power BIHigh-level of competency in ExcelStrong interpersonal, oral and written communication and presentation skillsAble to conceptualize and communicate findings effectivelySelf-driven and able to work within tight deadlinesWe regret that only shortlisted candidates will be notified.EA Personnel Name: Shum Lee Lin SherriEA Personnel Registration Number: R132863"
Business Analyst (SAP MM/SD/PP)Sunningdale Tech Ltd,Sunningdale Tech Ltd,"SGD 3,000 - SGD 4,200Min 2 years (Junior Executive) Singapore - West - Others - Joo Koon","Job Responsibilities:Facilitates the implementation and support of SAP modules to enhance users' functionality and overall performanceDesign, configure and testing in various SAP modules especially SD/PP/MM modulesAnalyze current business processes and recommend/develop solutions to meet users' needsResponsible for successful implementation of SAP, providing training and guidance to usersMaintain a thorough knowledge of the organization and adhere to all organizational standardsJob Requirements:Diploma/Degree in Computer Science/Engineering, Information Systems or relevantMinimum 2 years of SAP configuration especially SD/PP/MM and has handled System ImplementationExperience in manufacturing industry/Tool or Molding industry will be a plusAble to travel frequently on short noticeGood communication and interpersonal skillsSelf-motivated and independentInterested applicants please click ""Apply"" or send yourresume to us stating your current salary, expected salary, reason for leaving present/last job and date available.Only short-listed candidates will be notified."
Business Analyst (Financial/Regulatory Reporting)Morgan McKinley(Recruitment Firm),Morgan McKinley(Recruitment Firm),Above expected salaryMin 5 years (Non-Executive) Singapore - Across Singapore,"On behalf of a bank, we are looking for a Business Analyst with experience in Financial Reporting and local Regulatory Reporting in the financial services industry. Key Roles & Responsibilities:Coordinate various FR and RR activities for the analysis and implementation of BCBS239 requirementsAnalyze and work to deliver the requirements of programme management towards BCBS239 compliancePerform documentation for inventories, priority reports, risk measures, data elements, report specifications for BAU and crisis reports; ensure high quality, detailed documentationEnsure project deliverables are aligned to BCBS239 templates, frameworks of Data, Tech, Risk Aggregation and ReportingGather business requirements for necessary system changes and collaborate with technology teams to cover relevant testing for implementationCollaborate with other risk types, technology, data governance and finance functions to ensure programme deliverables are alignedCommunicate with related teams and projects to address/escalate conflict of interests and facilitate BCBS239 requirements Qualifications & Skills:A qualified Accountant with 6+ years of experience in Financial Reporting and local Regulatory Reporting (MAS regulations and reporting) in financial services industryExtensive knowledge and understanding of the end to end FR and RR requirementsExperienced in documenting the end to end FR and RR reporting processes including data sourcing, controls, and data quality assurance checksExcellent interpersonal & communication skills to clearly communicate across the organization hierarchyOrganized, structured with a pragmatic multi tasking approach to deliver within demanding timelinesAble to operate independently and also in cross-cultural cross-functional matrix teamsExperience in project lifecycle stages is desired If you are interested in this position, please apply today or email Brandon Ng at brandonng@morganmckinley.com.sgMorgan McKinley Pte LtdEA Licence No: 11C5502Registration No: R1874753Registration Name: Ng Guan Hao, Brandon"
Oracle Business System Analyst (Finance)Michael Page(Recruitment Firm),Michael Page(Recruitment Firm),Above expected salaryMin 5 years (Non-Executive) Singapore - Across Singapore,"An excellent opportunity to work with a leading multinational firm as their Oracle Business System Analyst (Finance)Client DetailsOur client is a leading organization with the manufacturing industry. As part of their expansion, they need a new Oracle Business System Analyst (Finance) to join their team.DescriptionReporting directly to the Head of Oracle, you will:Leading end to end Oracle Finance (GL, AR, AP, FA, Costing & Financial reporting) project implementation/upgrades, handling timelines and schedules on a regional scaleEngaging business stakeholder from the finance team to improve business operation performance through effective utilization of Oracle Order to Cash, Procure to Pay and Record to reportzork with business users to provide improvements to standardize system processes, and to propose business solutions meeting business needs/requirementsDeveloping training materials and conduct trainingResearch, introduce and educate users on the ""best practices"" as a strategic and competitive advantage for the companyProfileTo qualify you have:Degree in IT or a relevant disciplineCandidates who are certified in Oracle will be highly preferredAt least 5 years of experience in rolling out Oracle R12 finance implementationAt least 3 years of experience in business engagementRegional exposure is requiredManufacturing or Logistics industry background will be highly preferredJob OfferThis position is a great opportunity to advance your business stakeholder management skills in a regional role.To apply online please click the Apply button below. For a confidential discussion about this role please contact Hoon Teck Tan (Lic No: R1219669) on +65 6416 9838"
"IT Business Analyst (Java) (RPA , Fintech )Capita Pte Ltd - IT Perm(Recruitment Firm)",Capita Pte Ltd - IT Perm(Recruitment Firm),"SGD 3,500 - SGD 4,800Min 3 years (Junior Executive) Singapore - Central","Responsibilities:* Collecting, understanding and transmitting the business requirements for a project and translating these into functional specifications and test plans to enable the development team to realise the business requirement.* Analyse and document business processes to facilitate and enhance future training and implementation* Document workflows and results of business analysis and obtain sign-off from client on the specifications to ensure the business supports the design of the new solution prior to development.* Provide the link between the client and development team regarding software functionality, throughout the development lifecycle to ensure that the technical development supports the business requirement.* Design and execute the test scenarios and test scripts to support the development team in delivering the business solution as identified in the specification.* Day to day management of change request in relation to the project plans to ensure agreed deadlines are met.* Drive and challenge business units on their assumptions of how they will successfully execute their plans to ensure that standard solutions are implemented and bespoke development is reduced.* During project definition ensure requirements will integrate with the Company policy of standard solution provision.* Critically evaluate information gathered from multiple sources, reconcile conflicts, and decompose high-level information into details to ensure that project definition is accurate and achievable* Responsible for end user documentation and training required for the successful implementation and se of centrally supplied solutions.* Collaborate with developers and subject matter expects to establish the technical vision and analyse tradeoffs between usability and performance needs to ensure cost effective utilisation of the development resource whilst ensuring business needs are met.* Liaise with IT to ensure application development priorities are managed in-line with Business requirements.* Provide day to day 2nd level support for the business in software utilization.* Participation in improvement activities at department/ company level to enhance business performance* Undertake other duties and tasks that may be allocated that are appropriate to the job.* Travel to other facilities, Customer and/ or Supplier sites may be required from time to time.Requirements:* Degree in IT or equivalent* At least 2 - 3 years of experience in delivery of IT solutions to a Business (Application / Softwares)* Proven track record of working on a project basis complying to budgets and timescales* Some demonstrable experience writing requirements specifications* End to end experience of the project lifecycle (SDLC)* Engage in multiple initiatives simultaneously* Strong analytical and product management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements.* Ability to interact professionally with a diverse group, executives, managers, and subject matter experts.Interested candidates, who wish to apply for the above position; please send in your resume to tech3@capitagrp.com and attention to KNYOnly shortlisted applicants will be notified by our consultants.EA License No.: 08C2893, REG No : R1658439"
"Business Operation Analyst (FMCG) | $4,500 | East                       Capita Pte Ltd - Business Support 2         (Recruitment Firm)",Capita Pte Ltd - Business Support 2         (Recruitment Firm),"SGD 4,000 - SGD 5,000Min 3 years (Senior Executive) Singapore - East","Assist in financial reports preparationAssist in annual budgeting processes with business stakeholdersCoordinate review and documentation of operational processes (Procurement, Marketing, HR, etc.)Periodic processes review and update to maintain highest standards.Participate in the definition of relevant and measurable KPIs for each department, in collaboration with each department head and finance team;Elaborate dashboards to review KPIs periodically with key stakeholders;Lead and participate in the identification of business areas for continual operational performance improvementSupport periodic review of business performance of the business unitsActive participation in various ad-hoc projects (business growth, inventory levels, gross margins, cost analysis, etc.)Requirements:Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, any field.At least 3 year(s) of working experience in the related field is required for this position.Preferably Senior Executives specializing in Finance - General/Cost AccountingInterested candidates who wish to apply for the advertised position, please email us an updated copy of your resume (Attn:NLT) or contact our office at +65 6709 3406 for a confidential discussion. We regret that only shortlisted candidates will be notified.Job Code: NLTEmail Address: cap.ta@capitagrp.comEA License No.: 08C2893"
Business System Analyst - $5500 / techno-function                       Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),"SGD 4,500 - SGD 5,500Min 5 years (Senior Executive) Singapore - Central","ResponsibilitiesGather, analyse and formalize users business requirements and processes, evaluate on feasibility of implementation and manage scope of project.Prepare project documentation such as Requirement Specifications/Use Case Specifications etc Adhere to project scope, update requirement traceability matrix, inform and record out-of-scope issues.Develop technical design specification and translate technical design into process/program specification. Involve in the design review session.Make changes to configurable items, which include hardware, software, documentation, etc.Participate in Coding and Code Review.Assist in the integration testing, system testing, User Acceptance Test & implementation activities.Prepare user manual and operations manual, and plan & facilitate training of users and operators.Provide post implementation support (including production suppor3t and service requests).Escalate and discuss critical issues such as scope creep with the relevant managers.Conduct requirement gathering sessions.Conduct gap analysis of current business process to identify improvement opportunities.Have clear and open communication with customers on project issues or clarificationsTrack the progress and provide updates to project managerWork to resolve problems promptly and provide effective solutionRequirements:Degree/ Diploma in Computer Science, Engineering or a related discipline2-4 years IT experienceExperience in IT business analysis techniquesFamiliar with Software Development Life Cycle (SDLC)Technology  MSSQL2005 & above, Visual Studio .Net Enterprise Architect, MS Server Stored ProcedureDomain  Familiar with Project Financial, Project management tools etcProject Management skillBusiness Analysis ProfessionalTM (CBAP)Technology  MSSQL2005 & above, Visual Studio .Net Enterprise Architect, MS Server Stored ProcedureDomain  Familiar with Project Financial, Project management tools etcInterested candidates, who wish to apply for the above position; please send in your resume to reina@capitagrp.com cc ITC5@capitagrp.com and attention to RNSOnly shortlisted applicants will be notified by our consultants.Capita Pte Ltd | EA license no.: 08C2893Sia Shin Yong | REG No : R1547214"
"Business Analyst ( MNC , Town Area, $6500 )Capita Pte Ltd(Recruitment Firm)",Capita Pte Ltd(Recruitment Firm),"SGD 4,500 - SGD 6,300Min 3 years (Senior Executive) Singapore - Central","Responsibilities :Conduct market research and identify potential new business opportunities Perform due diligence, feasibility studies as well as cash-flow projections on potential deals Organize and manage strategic planning projects with consultancy companies Coordinate with HQ in developing new businesses that are in line with HQs strategic directives Ensure smooth implementation of strategic investment projects Participate in team discussions and facilitate the implementation of strategic projects and market development plans Assist in deal structuring and negotiation with clients and prospectsInterested candidates who wish to apply for the advertised position, please email us an updated copy of your resume (Attn:LSQ). We regret that only shortlisted candidates will be notified.Job Code: LSQEmail Address: bs1@capitagrp.comEA License No.: 08C2893"
Business Support Analyst - ManufacturingEdwards Lifesciences (Singapore) Pte Ltd,Edwards Lifesciences (Singapore) Pte Ltd,Above expected salaryMin 3 years (Junior Executive) Singapore - East,"Job Functions: Provide system support, solicit information on user issues in Manufacturing and Labeling systems. Keep the ticketing system up to date with the information and progress of the tickets Serve as liaison between business process owners in APAC Business Units, Functional Groups, Regions and IT Configures and tests systems to execute features, integration, and reporting. Facilitate User Acceptance Test to ensure the deliverables met users requirements Provide operational support, training, troubleshooting, root cause analysis and resolution per Edwards IT SLA Serves as liaison between business process owners in Business Units, Functional Groups, Regions and IT. Enable super-users (by training and performing knowledge transfer) to leverage IT systems for business process automation and optimization Develop and maintain system documentation, user training, technical specificationRequirements: Bachelors in computer science or related field Minimum 3 years of experience in a Business Systems Analyst role Substantial understanding and knowledge of enterprise information systems such as ERP JD Edwards Manufacturing and Labeling area is a must Experience with providing daily ERP support in APAC regions is a plus Experience working in complex, matrixed environments Experience with SOX guidelines is a plus Prior experience working in complex global business environment Possess and display sound judgment; initiative; flexibility and detail-orientation Strong documentation skills, ability to develop and maintain business and technical documentation Competent in handling multiple tasks with attention to detail, and perform duties with minimal supervision Ability to adapt to new technologies and rapidly changing environment Ability to map, troubleshoot, and optimize interfaces with multiple systemsInterested candidates are invited to apply online with a comprehensive resume, via the APPLY NOW button below.*We regret to inform that only shortlisted candidates will be notified."
Business Analyst (Finance) - (1800007P)                       Nanyang Technological University,Nanyang Technological University,Undisclosed Manager Singapore - Across Singapore - Singapore,"ResponsibilitiesAs a business analyst supporting the Finance Function, the incumbent will be part of the CFO office and work closely with the various finance units to analyse and define user requirements, recommend and evaluate appropriate end-to-end IT solutions and manage project and change implementation. The key finance units are Financial Accounting, Financial Planning & Reporting and NTU Shared Services.The individual will leverage their proficiency in Finance Systems yet well versed with other administrative system functions like HR / Student Administration Systems / Research Systems and Project Management to partner with cross functional stakeholders throughout the organization at all levels.As a business analyst, you will need to:Assist in the collection, assessment and management of functional requirement Collaborate with key stakeholders to develop IT solutions Participate and lead development of functional and technical design, support configuration and development, system testing, coordinating user testing, implementation support, post go-live support and preparation of training / user manualsDrive key projects from initiation through to delivery including status report on project schedules and budget spendPerform resource planning and prioritization of business needs for function Facilitate prioritization and status meetings with vendors, business and IT partners, as requiredPerform Issue and risk managementProactively deal and resolve customer satisfaction issues in supporting the business units  Bachelor degree in Information Management / Computer Science degree / Information Technology is required. The incumbentmust have a minimum 5-8 years' of IT experience and working on business analysis, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements. The candidate(s) should demonstrate strong relevant experience in developing Finance functional systems.Proven track records of implementation of projects and a good understanding of finance process, workflows and best practiceUnderstand the variety of finance IT solutions supporting business automation, finance re-engineering and day-to-day operationPMP (Project Management Professional) certification or designation is an added advantage with 2 or more years managing IT projects using best in class Project Management practices and frameworks Deep technical knowledge as well as good knowledge of Finance systems and processes."
IT Business Analyst (System)                       Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),"SGD 4,000 - SGD 5,000Min 3 years (Senior Executive) Singapore - Central","The Business System Analyst is responsible to gather, analyze and formalize users business requirements and processes, evaluate on feasibility of implementation and manage scope of project.Assist in the managing and implementing of IT projects of specific modules with quality, within scope and to ensure deliverables are on time and conform to processes and standards.ResponsibilitiesGather, analyse and formalize users business requirements and processes, evaluate on feasibility of implementation and manage scope of project.Prepare project documentation such as Requirement Specifications/Use Case Specifications etc Adhere to project scope, update requirement traceability matrix, inform and record out-of-scope issues.Develop technical design specification and translate technical design into process/program specification. Involve in the design review session.Make changes to configurable items, which include hardware, software, documentation, etc.Participate in Coding and Code Review.Assist in the integration testing, system testing, User Acceptance Test & implementation activities.Prepare user manual and operations manual, and plan & facilitate training of users and operators.Provide post implementation support (including production suppor3t and service requests).Escalate and discuss critical issues such as scope creep with the relevant managers.Conduct requirement gathering sessions. Conduct gap analysis of current business process to identify improvement opportunities.Have clear and open communication with customers on project issues or clarificationsTrack the progress and provide updates to project managerWork to resolve problems promptly and provide effective solutionRequirementDegree/ Diploma in Computer Science, Engineering or a related discipline2-4 years IT experienceExperience in IT business analysis techniquesFamiliar with Software Development Life Cycle (SDLC)Technology  MSSQL2005 & above, Visual Studio .Net Enterprise Architect, MS Server Stored ProcedureTo Apply:Interested candidates, who wish to apply for the above positionplease send in your resume to kyona.soo@capitagrp.com or techos@capitarp.com and attention to ""KAS"" or click the ""Apply Now"" below.Only shortlisted applications will be notified by our consultants.CAPITA PTE LTD | EA License No : 08C2893Soo Sheng Hui | REG No : R1654858"
Business Analyst (1-year contract)TV SD PSB Pte Ltd,TV SD PSB Pte Ltd,"SGD 2,500 - SGD 4,000Min 1 year (Junior Executive) Singapore - West","Key Responsibilities:Perform analysis of tenders via Tenderboard or equivalent platformConduct analysis of financial performance for TV SD entities within the ASMEA regionPerform financial projections, simulations and business plan for new projectsMaintain and update the market intelligence platform via The Intelligence PlazaProvide marketing sizing, customers segmentations and competitive profiling for the diverse industry segmentsAdminister and process payments to external parties and subsidiariesAny other ad-hoc projects as assignedKey Requirements:Degree in Business / Finance / Accounting or its equivalent with at least 1 year of relevant experienceExperience in market research or data analytics will be advantageousProficient in MS office applicationsResults and service-oriented individual who possess initiative and excellent communication skillsA proactive team player but with the ability to work independently in challenging projects and timelinesEfficient, enthusiastic and resourceful with a can-do attitude"
Business Analyst (Based in Changi Airport)Changi Travel Services Pte Ltd,Changi Travel Services Pte Ltd,"SGD 3,500 - SGD 4,300Min 3 years (Manager) Singapore - East","The candidate is responsible to provide full support to the GM in the following responsibilities: Work directly with the GM to identify and drive potential mergers and acquisitions Support the GM in executing all strategic projects Perform and prepare data-driven analysis and financial modelling to derive management insights and reports that help the GM in decision making Participate in cross-functional business-related projects and liaise closely with the senior management team, local and overseas partners Prepare reports and any forms of communication for GM Perform any tasks as and when required by the GMRequirements Degree in Business Administration, Finance in a reputable educational institution. MBA is preferred Relevant experience in similar roles in the GM office is highly advantageous Self-motivated and driven to work in a fast-paced environment Strong business acumen and market insights Excellent in written and verbal communication skills, effectively bilingual in English and Mandarin ( to liaise with Mandarin speaking associates) Good Microsoft skillsSelected candidates will have huge potential to grow and develop in the organization. They will be assigned to challenging managerial roles in the near future.Please indicate the following in resumeReason for leaving each past and current employmentSalary for each past and current employmentExpected salaryDate of availabilityWe thank all candidates for writing in and regret that only shortlisted candidates and/or candidate w/ completed application as above will be notified.All applications will be handled with strict confidentiality."
Senior Business Analyst (Perm/ Up to $ 5200)Search Index Pte Ltd(Recruitment Firm),Search Index Pte Ltd(Recruitment Firm),"SGD 4,000 - SGD 5,200Min 3 years (Senior Executive) Singapore - West","Job descriptionPricing and Product DevelopmentCreate and maintains pricing modelsExplore and assess special requests for quotationsDevelops bespoke pricing and product structuresRisk ManagementManages the overall risk profile for the contractsIdentifies and reports the potential risk of the contractOversees supply developmentsMarket ResearchConducts market research in the oil, gas and electricity sectorsKeep an eye with the market clearing prices for both Commercial & Industrial and Residential marketRequirements:Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, any field.Minimum 3 years of experience in business analyzing or related role in solar, renewable, or energy industryGood with numbers and analyticalIf you think you are what we are looking for, please send in your resume in MS Word format to search98@searchindex.com.sg or click the APPLY NOW button, stating the below,Reasons for leaving each past & current employmentSalary drawn for each past & current employmentExpected SalaryEarliest availability dateIvy ChinEA License: 14C7092Registration number: R1762655"
Business System Analyst (VBA) *US MNC*RECRUIT EXPRESS PTE LTD(Recruitment Firm),RECRUIT EXPRESS PTE LTD(Recruitment Firm),"SGD 3,000 - SGD 4,000Min 1 year (Junior Executive) Singapore - Central","Be part of the technology team supporting the Sales and Marketing Office!Roles and Responsibilities:Providing support to users, troubleshooting and assisting in the development of solutions to address the organizations business needsProvide day-to-day operational support to the business, including system troubleshootingDevelop and enhance existing software solutions to meet organizations requirementsProvide technical support to meet organizations reporting needsAssist in systems and user acceptance testing activitiesContinuously improve system processes so to increase organizations operational efficiencyAny other ad-hoc tasks assignedRequirements and Skills:Minimum diploma in Information Technology, Computer Science, or equivalentFamiliarity with Microsoft Excel with experience in VBA programmingFamiliarity with SAP DL, OM and FI modules is a plusAble to start immediate or on short notice a plusInterested applicants, please send your resume (preferably in word doc format) to benjamintan @ recruitexpress.com.sg orclick Apply Now!Recruiters Information:Benjamin Tan Fu KangConsultantCEI Reg No. R1766604"
Senior Business & Testing AnalystVOLT(Recruitment Firm),VOLT(Recruitment Firm),"SGD 4,000 - SGD 6,000Min 3 years (Non-Executive) Singapore - Across Singapore",Business Analyst - 12-month contract - Singapore Our client is a major IT solution provider multinational who provides e-government solutions to a diverse group of clients globally. The ideal fit will include 3-4 years of experience as a Business Analyst with agile and have e-government project experiences. Willing to travel for work and explore into Test Management. Responsibilities:Interacting with end users and identify business requirements and business processesTranslating requirements into functional specificationsTrack and report on project progress and assess project risks and timelineProvide application support on different systems and platformsTechnical writing as per project needsTest management; Manual and Automation Testing Requirements:Minimum 3 years as Business AnalystExperience in Agile and e-government projectsCame from software development background or has worked in .NET environmentTesting experience will be a big plusConfident and able to manage end usersEffective communication skillsPassionate about business processes and needsTravelling is required for this position (80%)Please send your resume in WORD format by clicking the apply button below or contact Rosette Chong at +65 6701 1513 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1658433 (Chong Xinmei).
