job_title,job_description,salary,company,salary_min
Business Analyst,"Job Responsibilities: Coordinate and complete activities related to the Corporate Applications team project works to support the various lines of business. To develop an understanding of the business processes in place for the system. To serve as the single point of contact and to provide the first level of support for project. To maintain and manage the issue lists with the vendors by the agreed Service Level Agreement (SLA). Be familiarized technically with assigned projects, and engage vendors and systems integrators independently for project change request, maintenance operations and system troubleshooting activities. Assist to complete Corporate Applications team projects. Perform analytical, evaluative, research duties.Job Requirements: Degree in Business Management, Information Technology or equivalent. Minimum 1 years of working experience Business Analysis Detailed in providing accurate and usable resultsInterested applicants, please send your profile stating your availability, work experience, current and expected remuneration.20 Jalan Afifi, Cisco Centre 2, #02-02. (Near to Paya Lebar MRT station) between Monday to Friday 9am to 5pm or contact us at Tel: 6842 8306 / Fax: 6748 7927For more information about People Advantage, please visit:www.certissecurity.com/peopleadvantage/ (People Advantage is a member of Certis CISCO group)Employment Agency License No.: 11C3955EA Registration No.: R1543877We wish you all the best in your job search!Please feel free to recommend this position to your contact (s) or friend (s) or relative (s) who may be interested in the above position.",4750,People Advantage Pte Ltd (Recruitment Firm),4500
Business Analyst,"Timely preparation of monthly management reports, yearly budget and strategic plan and quarterly re-estimates.Business and management analysis with accompanying recommendations. (Month end closing cashflow, profit and loss)Work closely with back office and monitor on daily cash management, create and maintain company level cash flowPartner with commercial team and support the financial teams, perform evaluation analysis reports and presentationIdentify internal controls that address different significant risks and management assertionsDesign procedures and testing of internal controlsPerform management report for corporate and trade finance (L/C, Bank guarantee, trade settlements, etc.,Streamline and update Companys business processes, as well as provide insight into the companysbusiness and current operations.Implement and develop and maintain companys business process and workflowsEnsure proper assessment of Tax implications for new business opportunities (Tax Planning)Compilation and submission of Financial reports to Head Office on a monthly basis (Includes reports: Inventory movement and balances, Sales and Cost of Sales of all products, Purchases of all products, Gross Profit Margin of all products, Product Sales Analysis, Derivatives Analysis)Meetings with stakeholders, reviewing daily and non-daily KPI and monitoring cashflow within the businessUniversity Degree (preferably in Accounts, Finance, Social Science or related ) with minimum 5 years working experience in a related fieldProven experience (2-3yrs) in internal auditing/control functions in MNCs or listed companies.Strong attention to detail with a process oriented mindset.Experience in financial, economic and statistical analysis and/or modellingClient relations skillsStrong business acumen, financial literacy and an understanding of business trendsStrong capability in quantitative analysis, writing and presentation abilitiesKnowledge of IFRS accounting standards, GST and transfer price taxRelevant working experiences in Corporate and Trade finance (preferably from commodities trading, Oil and gas, LNG and petrochemical industry)Able to relate well with both internal and external business partners such as external auditors, bankers, lawyers inter-departments and other regulatory authoritiesGood operating knowledge MS Office, SAP R3 knowledge preferredLocation : Suntec (MNC)- 5 working daysInterested applicants please send your resume in MS Word Format toteresa@primestaff.com.sg and cc to job@primestaff.com.sgWe regret that only short-listed candidates will be notifiedEA Personnel No. R1107631EA Licence No. 95C5411",6000,PRIMESTAFF MANAGEMENT SERVICES PTE LTD (Recruitment Firm),5000
Business Analyst,"Project GoalPerform a comprehensive regional discovery analysis including an understanding on how upstream systems impact the downstream solutions, creating applicable documentation that illustrates the as-is commercial analytics environment including analytics application inventories, data source inventories, support contracts, demand intake processes, pain points, analytics strategies, key business analytics stakeholders and key IT contacts in the region. Working with the analytics product line, develop and execute a training/ orientation program using current data and analytics technology roadmaps and 'Go to Market' analytics materials; and a backlog of analytics demand based on business value that will be used to start driving a broader analytics strategy for the region.Job Responsibilities: Consult with regional IT and business analytics stakeholders to perform discovery, requirements gathering, and gap analyses related to the current commercial analytics environmentDocument the 'as is' analytics environment inclusive of applications, data sources, support, demand intake, pain points, business strategies, and key stakeholdersLeverage, enhance/develop and deliver data and analytics training materialsCoordinate various communicationsDevelop analytics demand backlog and work with the product line to develop and execute a comprehensive regional analytics strategy and roadmapDevelop working model that is fit for purpose for this region, i.e., end to end working model with various IT pillars and TS support model. Define clear SLA Qualifications, Experience and Competencies:Degree holder in IT or Computing with 7-10 years of experience as IT analystKnowledge of data warehousing conceptsKnowledge on current trends and solutionsOrganized, strong multi -tasking and time management skillsAbility to work in teamAnalytical bend of mindPMP certification is an added advantage On top of a competitive base salary, the company offers excellent career and training opportunities, attractive benefits and bonus schemes. If you are keen to take your career on to the next level, click apply.EA License: 94C3609 Reg No: R1655737",4500,Agensi Pekerjaan Randstad Sdn Bhd (Randstad Sourceright) (Recruitment Firm),4500
Business Analyst,"An exciting opportunity to support the COO and Singapore country head to plan and executive initiatives within Program Management, Business Risk, Legal, Operations and Technology.Client DetailsOur client is an international bank operating in the investment, corporate and private banking space in Singapore.DescriptionSupport the COO and Country Head - Singapore in the planning and execution of a variety of strategic initiatives relating to Operations, Technology, Risk and Compliance, Business continuity across the Asia Pacific region.Support day to day matters relating to operation of the Singapore BranchBuild strong relationships with COO and Country leaderships teams to drive strategic prioritiesAssist with preparations of Executive team papers , summaries and presentationsLead targeted projects across the operating functions and the Singapore branchWork with key stakeholders to ensure completion and closure of audit pointsDrive and maintain a strong risk culture, create initiatives to strengthen the control environmentAssess, manage and optimise risk to ensure financial goals are met within the relevant risk appetite, to maintain appropriate market profile and positionProfileMinimum 5 years' experience in a major financial InstitutionStrong understanding of the banking products, relationship between the income statement and the Balance sheetStrong written and verbal communication skillsAbility to manage performance independently and deliver results as part of a teamExperience in managing, planning and executing projectsUnderstanding of corporate and Institutional banking businessExperience in developing and improving processesJob OfferAttractive compensation packageHighly visible in the business, taking the lead in developing and improving processesFair employment with good benefits and work-life balanceTo apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Dinh Nguyen (Lic No: R1871190) on +65 6419 5931.",4500,Page Personnel (Recruitment Firm),4500
Business Analyst,"Job ID 5105874ResponsibilitiesLead a team in supporting multiple applications systems and platforms and adhere to company, project and support standards and guidelinesUnderstand business processes, identify business requirements, and translate into functional specificationsHandle solution design, test and deployment activities of enhancements and fixes during the periodic product release cyclesTrack and report on project progress, issues and risks to ensure deliverables are on trackRequirementsDegree in Computer Science, Engineering, Information Systems or related disciplinesAt least 6 years of working experience in delivering and supporting IT applicationsStrong analytical, problem solving skills and an eye for detailStrong written and verbal communication, including technical writing skillsKeen appreciation of customers' needs and strong interest in product delivery and innovationExperience with leading a team of Business Analysts and/or Software Engineers in project delivery and/or providing application maintenance supportInterested applicants may apply at www.rwsentosa.com/careers using the Job ID givenResorts World at Sentosa Pte Ltd3 Lim Teck Kim RoadGenting Centre #12-01Singapore 088934We regret that only short-listed candidates will be notified.",4500,Resorts World at Sentosa Pte Ltd,4500
Business Analyst,"Job Responsibilities Responsible for designing new IT Solutions to improve business efficiency and productivity.Worked closely with our Property and Hospitality Businesses and develop a good knowledge of their operations so as to partner with them to enable their businesses to create better value and revenue through the use of Technology.Manage and lead IT Projects assigned.Understand operations and to map out business work flow, design and come up with new business workflow, processes with new/desired system solutions.Evaluate and prepare Proposals and Cost/Benefit analysis for IT solutions assigned.Develop or work with outsourced providers to develop IT solutions.Research and evaluate emerging technologies and find solutions that best fit our operations.Support and maintain existing IT solutions and documentation.Develop and maintain user manuals and training documents.Job RequirementsDegree in Computer Science or Engineering with at least 7 years + working experience.Proven Track Record for Project Management skills.Strong business analytical skills is required.Prior experience working in Real Estate or Hospitality will be desirable; working knowledge of Hospitality Business solution such as Opera will be preferred.Excellent communication, training and speaking skills.Advanced knowledge of software development life cycle protocols.Knowledge of agile development methodology, web development and design is required.Able to work independently or collaborate with outsourced parties to design, develop and implement system solutions.",4500,United Engineers Limited,4500
Business Analyst,"Role DescriptionDevelopment Role- Identify and analyze the stakeholders involved in the requirement process; prepare and lead requirement gathering activities- Gather, analyze and formalize user business processes & requirements; verify & validate the requirements and document them into functional and non functional specifications.- Perform screen mockup and prototype to confirm requirements, understand the project scope and ensure requirements adhere to project scope.- Analyze and consider the integration between modules and interfaces with other systems.- Perform requirement traceability, identify out of scope requirements and escalate scope creep; review, identify and resolve conflicting, incomplete and inaccurate requirements.- Review requirements with stakeholders and seek timely approval, participate in negotiation of out of scope items.- Develop technical design specification and translate technical design into process/program specification- Perform code reviews to ensure team members apply best practices, conform to coding standards and meet specification- Code programs based on best practices and programming guidelines adopted by project.- Develop and perform automated unit testing; prepare test scenario, test data, capture test result to ensure the quality of the program.- Track and resolve all reported defects to closure, analyze and identify root cause and ensure fixes are done and tested before rolling out for retest.- Develop training material and prepare documentation including system and user manual required to support the system Support Role- Provide post implementation support including production support, user query and change requests.- Perform workaround and problem resolution. - Analyze and classify issues, queries, user request and perform impact analysis.- Lead investigation of reported issues, identify root cause, implement workaround and fixes to resolve issues.- Track all reported request, issues, etc. to closure and within SLA.- Perform capacity planning, SLA review and regular monitoring to flag out system exception for immediate redress and correction.- Review, verify & validate fixes are tested correctly before rolling out to production- Ensure accurate update of configuration items, including hardware, software, documentation, etc.- Supervision required: Works under general supervision and follows established proceduresTechnical Skills RequiredTechnical qualifications and capabilities include knowledge of one of the following: Language: Java or J2EE or .Net family (VB, ASP, C#) or - Cobol, Database: Oracle or MS SQL or IBM DB2 or IBM MainframeOptional SkillsFurther qualifications and capabilities will be an added advantage but not required (one or more of the following):- Possess initiative and disposition with a strong commitment and orientation towards results and high-quality standards- Creative and strong problem-solving skills and ability to think out of the box- Team player with strong communication and interpersonal skills- Self-motivator with a positive attitude and high energy- Customer focused - Proficient in written and spoken English- Technically competent with the ability to pick up new technology- Good analytical and Design skills- Good SDLC and ITIL experience- Strong presentation, persuasive and negotiation skillsCandidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Computer Science/Information Technology or equivalent.Required skill (s): COBOL, AS/400.At least 2 year (s) of working experience in the related field is required for this position.Applicants must be willing to work in Ang Mo Kio.Preferably Junior Executives specializing in IT/Computer - Software or equivalent.Contract position (s) available.",4200,Global Search Partners Pte Ltd (Recruitment Firm),3500
Business Analyst,"One of Asia-Pacifics leading organizations is looking for:Senior / Business AnalystResponsibilities:Able to apply understanding of Business Analytics concepts, techniques and/or tools to advise on the appropriate use of technology to mine data to transform and enhance the effectiveness of organisation governance and policy making, improve operations and services delivery.Experience in writing use cases, documenting business / functional requirements/ narratives and defining requirements traceabilityReview test scenarios/ test cases, support SIT and UATKnowledge transfer to Development, Testing and Application Support teamsRequirements:Degree in Computer/Computer Science, Electronics Engineering, Information Technology or equivalentMinimum 5 years relevant working experience as a Business AnalystHands-on experience in at least 2 full SDLC / project development life cycles--------------------------------------------------------------------------------------------------------------Interested applicants can also email CV at harry@nsearchglobal.com (for faster processing, please state the exact job / position title applied Business Analyst)Only shortlisted candidates will be notified.--------------------------------------------------------------------------------------------------------------EA License Number: 10C3636EA Personnel Name: Arora, HardeepEA Personnel Registration Number: R1111454",4500,nSearch Global Pte Ltd (Recruitment Firm),4500
Business Analyst,"Responsbilities:Analyze business requirement with users. Determine feasibility, cost, time and resources required, compatibility with existing system (s), potential problem areas, and recommending and presenting solutions in meeting project objectives.To assist IT manager to manager outsource vendor to meet project scope, budget and schedule, with proper project that is closely monitored and if necessary, adjusted.Ensure all project documentations are created and kept up to date.Maintain data integrity and confidentiality with regards to the information being processed, stored and accessed.To assist IT Assistant Manager to manage project risks for prompt and proper escalation.Report periodically to IT Manager on progress and status of projects.GeneralAssist in both annual internal and external audit exercises.Maintan in data integrity and confidentiaIity with regards to the information being processed, stored and accessed.Render administration support for departmental operations.Perform other function as necessary or assigned.Requirements:Degree in Information Technology or its equivalent with at least 6 years of relevant working experience.Minimum 4 years experience in large or medium size IT projects including full lifecycle in application development, business consultancy, pre-sales support, technical architecture and/or infrastructure support. Familiar with project SDLC methodology.Excellent communication (verbal and written) and interpersonal skills.Possess strong analytical and technical competencies.Possess the knack of being proactive and taking ownership of problems. Possess strong abiIity to multi-task.Excellent interpersonal, communication and presentation skills.Enjoy working with people and possess a service-oriented mindset.Good team PlayerOther Requirements:Familiar in one or more of the following languages, tools and technologies:Service Oriented ArchitectureWeb Services and XMLJava/J2EE and .NET developmentEnterprise Content Management, Business Process management, Portal, Enterprise Service BusEnterprise ArchitectureDevelopment methodologies (SSADM, RAD, JAD, Object Oriented Agile Development)Oracle/NSSQL ScriptingPlease submit your updated resume in MS format by using the APPLY NOW BUTTON.Our dedicated and approachable MCI consultants will get back to you soon for a confidential discussion.Please include the following information in your resume: Education background Work experiences in point forms Reason (s) for leaving Current and expected salary Date of availability / Notice period**We regret to inform that only shortlisted candidates would be notified. **We wish you all the best in your career search.Richard Lam Weng WahRegistration Number: R1217553EA Licence No: 06C2859",4500,MCi CAREER SERVICES PTE LTD (Recruitment Firm),4000
Business Analyst,"INDUSTRY: Government Computer GroupSALARY: OpenLOCATION: Ang Mo KioWORKING HOURS: Mon - Fri, 9am - 6pmCONTRACT: 1 year (Convertible)Short notice will be an advantageRESPONSIBILITYIdentify and analyze the stakeholders involved in the requirement process; prepare and lead requirement gathering activities, verify & validate the requirements and document them into functional & non functional specifications,translate technical design into process/program specificationDevelop and perform automated unit testing; prepare test scenario, test data, capture test result to ensure the quality of the program.Develop training material and prepare documentation including system and user manual required to support the system Support RolePerform workaround and problem resolution. - Analyze and classify issues, queries, user request and perform impact analysis.Lead investigation of reported issues, identify root cause, implement workaround and fixes to resolve issues.Perform capacity planning, SLA review and regular monitoring to flag out system exception for immediate redress and correction.REQUIREMENTSTechnical qualifications and capabilities include knowledge of one of the following: Language: Java or J2EE or .Net family (VB, ASP, C#) or - Cobol, Database: Oracle or MS SQL or IBM DB2 or IBM MainframeGood SDLC and ITIL experience will be added advantage.Interested candidates, you could:Click Apply below orSend your resume to miu@forteemp.com.sg (in Word document)Call 6565 9877",4500,Forte Employment Services Pte Ltd (Recruitment Firm),4500
Business Analyst,"Responsibilities:Perform accuracy checks on sales transaction recordsPerform user testing on systemsMust be comfortable working with numbersRequirements :Experience in using Excel, vlook up, basic macro functionalityDiligent, able to tolerate routine and repetitive work and at the same time with structured thought process.Experience in bank system testing, UAT, is preferredExperience in Finance/Accounting will be advantageous",3400,OCBC Bank (Singapore),3000
Business Analyst,"Responsibilities:Facilitates the implementation and support of customizing with SAP ABAP to enhance users' functionality and overall performanceResponsible for SAP Notes Application for enhancementAssist to set up SAP access rights for usersAnalyze current business processes and recommend/develop solutions to meet users' needsResponsible for successful implementation of SAP, providing training and guidance to usersMaintain a thorough knowledge of the organization and adhere to all organizational standardsRequirements:Diploma/Degree in Computer Science/Engineering or relevantMinimum 2 years of strong ABAP development experience with exposure to BAPI/ external system integration via XSJSExposure to BASIS AdministrationExperience in Manufacturing/Tool or Molding industry will be a plusFast learner and willingness to take up role beyond SAP landscapeAble to travel if requiredGood communication and interpersonal skillsSelf-motivated and independentInterested applicants please click ""Apply"" or email your resume to us stating your current salary, expected salary, reason for leaving present/last job and date available.Only short-listed candidates will be notified.",4500,Sunningdale Tech Ltd,4500
Business Analyst,"Lead Business AnalystLead ongoing reviews of business processes and developing optimization strategies.Manage Demand planning (operations aspect) for one or more Business Unit PortfolioEvaluating business processes, anticipating requirements, uncovering areas for improvement, developing, enhance, streamline and implementing the solutions.Manages & directs the strategic process improvement & control initiatives.Leads from initial conception through implementation for NPI & EOL/PDN & provide support to the Product / Project team to derive strategies.Equipped with advanced statistical analysis and research methodologies. As well as up-to-date information on the latest process and IT advancements to automate and modernize systems & reporting.Oversee the development of initiative training materials.Providing leadership, training, coaching, and guidance to junior staff / peers. Complexity Works on issues of moderate scope. Monitor daily operation of a unit/sub unit.The ability to influence stakeholders and work closely with them to determine acceptable solutions.Managing competing resources and priorities.Requires full knowledge of own area of functional responsibility. Experiences /Skills Supervisory experience preferred.SAP ECC /APOAdvanced Excel skillsHad the ability to build productive working relationships & hold frequent interactions with subordinates/peers/counterparts.",4500,Rockwell Automation Asia Pacific Business Center Pte Ltd,4500
Business Analyst,"Job DescriptionThe selected candidate will play the role of business analyst, support the implementation project teams in the understanding of the business, involve business users and help in product deployment and configuration.Desirable Skills/Requirements:Around 2 years of experiences in CRM or Sharepoint is preferred1+ years of functional consultant experiencesExperience to conduct thorough business process analysis to understand existing workflows and systems, document current processes and systems, create requirements for new processes, develop use cases and manage requirement changesMust possess strong technical acumen with the ability to translate information and research into non-technical language as necessary to effectively communicate across teamsAble to identify multiple approaches to problem solving and recommend the best case solutionPartner with end users to define business requirements, system goals, identify and resolve business requirement issuesGather business requirements, design, develop and modify business requirement document, functional specification document for development and enhancements of software projectsParticipate in the requirements collection / briefing sessions and ensure the teams full understanding of the requirements for development, enhancements and maintenance of software projects. Prepare requirement specification, functional specification documents, requirement traceability matrixConstructing workflow, charts and diagrams; writing specificationsAct as a single point of contact for the entire development team and client for all clarifications regarding the functionality and requirement of the system",5500,Emerio GlobeSoft Pte Ltd,5000
Business Analyst,"Job responsibilities:The candidate will report into the Product Support Department as part of the Quantitative Analytic team and will primarily be responsible to coordinate pricing model validation exercise with Model Validators and Risk Managers for all Global Markets front-end systems.Working with front office traders to understand the business needs toward pricing models, including pricing models parameters and the payoff variation of exotic productsEngage and work closely with traders, Market Risk and Risk Analytics in specifying the Greeks/Sensitivities methodology, yield curve construction methodology, and the pricing variations in relation to GMP projectTranslating front office requirements into proper Business Requirements DocumentsWorking with Technology to participate in system design, user acceptance test, troubleshooting and ensuring that front office system needs are being met in any implementation.Continuous engagement with the Risk Analytics, Market Risk and Technology during the project implementation stage to assure the success of model validation streamRegular communications with front office on implementation activities that requires their attentionAssure model specifications, pricing variations and Greek/Sensitivities methodology are delivered per the Bank's requirements and are in line with regulationCollaborate with vendor to resolve model-related issues. Make sure all issues are addressed with effective and efficient mannersProvide training on the proper use of Global Markets PlatformsMeeting tight deadlines and schedulesAd hoc assignmentsJob requirements:A degree or master in Computational Finance or Financial EngineeringA minimum of at least 5 years' work experience in a banking area or relevant roleKnowledge of Treasury Products and Market Risk is a mustKnowledge of Treasury applications in particular Murex will be an advantageStrong analytical and problem solving skillsStrong presentation and problem-solving skillsStrong written and verbal communication skillsGood user relationship managementEnd-user focused and empathyOpen to MFE graduates (with working experience) who are at Final-Year-Project stage",4500,United Overseas Bank Limited (UOB),4500
Business Analyst,"Job responsibilities:The candidate will report into the Demand Management Department as part of the Global Markets Platform (GMP) implementation team and will primarily be responsible for the system implementation of Global Markets front-end systems. Responsibilities include:Working with front office traders to understand the business needs for trading, including payoff variations, product specifications, risk reports, trade-related reports etcTranslating front office requirements into proper Business Requirements DocumentsWorking with Technology to participate in system design, user acceptance test, troubleshooting and ensuring that front office system needs are being met in any implementation.Working with Operations, Risk and Finance divisions to create a seamless end-to-end process covering all aspects of the trade life cycleRegular communications with front office on implementation activities that requires their attentionCollaborate with vendor to resolve system issues, making sure all issues are addressed effectively and timelyProvide training on the proper use of Global Markets PlatformsProcess documentationMeeting tight deadlines and schedulesJob requirements:A degree in Business, Finance, Computational Finance or Computer ScienceA minimum of at least 3 years' work experience in front office support Role or middle officeKnowledge of Treasury Products is a mustKnowledge of Treasury applications in particular Murex is a major advantageStrong analytical and problem solving skillsStrong presentation and meeting skillsStrong written and verbal communication skillsGood user relationship managementEnd-user focused and empathy",4500,United Overseas Bank Limited (UOB),4500
Data Analyst,"TheData Management Office (DMO)is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency.Job DescriptionThe Senior Business Data Analyst is the primary liaison between the business and IT. Responsibilities include: leading business users, IT project teams, and external partners to drive decision making and define requirements for application development, ensuring that business needs are being met, defining and negotiating project scope, creating documentation of business requirements which guide application development efforts, working closely with the business team, development team and quality assurance team to ensure successful implementation of business requirements, and working collaboratively with IT and business partners to resolve issues.Job responsibilities:Perform analysis of business issues, provide recommendations for possible solutions, work with Business users and IT project teams to drive decision making and define requirements for application development, ensuring that business needs are being met.Responsible for User Acceptance Testing - Work with various team/streams to co-ordinate and orchestral testing efforts where handshakes and testing entry criteria are established. Including executes test cases and development of test scripts, including acceptance criteria.Perform data profiling and gap analysis, source to target mappings, data issue capturing, resolution and escalation.Provide end-to-end project delivery support, including workshop planning, conducting of workshop walkthrough, defect support, continuous validation and assisting with rollout activities.Able to perform complex SQL scripting to meet user's requestsComplete documentation for business requirements which guide application development efforts, working closely with the Development team and Business teams to ensure successful implementation of business requirements.Work with IT and Business partners to build support processes and procedures, provide ongoing support to manage application SLA's, resolve a majority of the problems and fulfill service requests that do not require application development.Analyze opportunities to improve application reliability, provide recommendations for possible solutions, work with IT and Business partners to implement solutions that enhance application and infrastructure reliability.Assist with the development and maintenance of the business requirements process used to define requirements for systems projects, assist with the definition of project scope and create appropriate scope documentation.Communicates project status and escalates issues as needed.Job requirements:Bachelors degree in Business Administration, MIS, or related field and more than 10 years work experience in banking industry, preferably with business / functional knowledge in Risk or Finance domainWriting and Verbal skills with a meticulous attention to detail, to communicate information effectively to leads, managers, and technical staffInterpersonal skills, to help negotiate priorities and to resolve conflicts among project stakeholders (such as customers, project management, and technical staff)Knowledge of architecting and modeling in Systems Integration, Data Warehousing, BI tools, Big Data platforms and experienced in the use of analytical /query tools. Must be able to query and understand database solutionsExtensive experience designing, developing, and documenting data-driven solutions - including capturing architectures, metadata systems, data dictionaries, databases and applicationsOrganizational skills, to work in a fast-paced environment, on multiple projects and tasks concurrently, while also working with the vast array of information gathered during elicitation and analysis and to cope with rapidly changing information",4500,United Overseas Bank Limited (UOB),4500
Business Analyst,"The Business System Analyst is responsible to gather, analyze and formalize users business requirements and processes, evaluate on feasibility of implementation and manage scope of project.Assist in the managing and implementing of IT projects of specific modules with quality, within scope and to ensure deliverables are on time and conform to processes and standards.ResponsibilitiesGather, analyse and formalize users business requirements and processes, evaluate on feasibility of implementation and manage scope of project.Prepare project documentation such as Requirement Specifications/Use Case Specifications etc Adhere to project scope, update requirement traceability matrix, inform and record out-of-scope issues.Develop technical design specification and translate technical design into process/program specification. Involve in the design review session.Make changes to configurable items, which include hardware, software, documentation, etc.Participate in Coding and Code Review.Assist in the integration testing, system testing, User Acceptance Test & implementation activities.Prepare user manual and operations manual, and plan & facilitate training of users and operators.Provide post implementation support (including production suppor3t and service requests).Escalate and discuss critical issues such as scope creep with the relevant managers.Conduct requirement gathering sessions. Conduct gap analysis of current business process to identify improvement opportunities.Have clear and open communication with customers on project issues or clarificationsTrack the progress and provide updates to project managerWork to resolve problems promptly and provide effective solutionRequirementDegree/ Diploma in Computer Science, Engineering or a related discipline2-4 years IT experienceExperience in IT business analysis techniquesFamiliar with Software Development Life Cycle (SDLC)Technology MSSQL2005 & above, Visual Studio .Net Enterprise Architect, MS Server Stored ProcedureTo Apply:Interested candidates, who wish to apply for the above position please send in your resume to itc3@capitagrp.com or click the ""Apply Now"" below.Only shortlisted applications will be notified by our consultants.CAPITA PTE LTD | EA License No : 08C2893Soo Sheng Hui | REG No : R1654858",4500,Capita Pte Ltd - Technology Outsourcing (Recruitment Firm),4000
Business Analyst,"Responsibilities: Report to Global Compensation Team and other project teams to understand the Regional Payroll & Equity process flow and be part of the change implementation Manage HRIS related projects such as SAP, on/off boarding Analyze business requirements and work closely within HR, IT & external vendors on evaluation, design, integration, enhancements and customization of HRIS systems Responsible for data migration and UAT Clarify processes to end users and business stakeholders as required Identifying and raising issues to Business Owners or management to achieve resolution for HR development tasks Provide guidance on technical feasibility and appropriateness of proposed solutions when alternative solutions are available Resolve any in-scope development related errors with the HR processes Work with HR data owners to fix data issues or to re-assign responsibilities Maintain process documentation for HR processes & tasks Identifies and escalates issues and risks within project structureRequirements: Degree with at least 8 years' of experience in HR Systems implementation At least 5 years experience in SAP HCM (HR and Payroll) module Passion to drive for continuous process improvement and raise standards of delivery and performance for HR department with the use of technology Able to work in and adapt to a fast-paced environment Attention to detail and being responsive is crucial for the success of this role Team player, able to see big picture, and results-oriented Good communication skills SAP HR Certification is a plus Able to travel to regional countries",4500,Certis CISCO Security Pte Ltd,4500
Business Analyst,"Major responsibilities include but not limited to: To assist in financial model development and review assignments, and to take responsibility for the quality and accuracy of such assignments. To perform industry research, comparable transactions/ companies research, to prepare DCF & WACC calculations and analysis. To assist in business development activities such as preparation of marketing material, attending client events, maintaining client database etc.. Conduct research, management interviews, site visits and other due diligence procedures to analyze information obtained from various channels; to travel in the Mainland China and Asia-Pacific Region on required basis. To assist the managers in preparing valuation reports; and to assist the directors in the quality control process of such assignments. To write up consultancy report on industry market and perform in-depth market research. To carry out any other assignments as directed by your directors or the Senior Management. To carry out research for regular or ad hoc projects, where required.Requirements: Degree holder in Finance, Economics, Accounting or other business related disciplines. 2-3 years relevant experience (candidates with less experience would be considered as Assistant Business Analyst). Excellent command of written and spoken English and Chinese (Mandarin) (in order to liaise with Chinese speaking associates) Responsible, well-organized and able to work independently Excellent interpersonal and communication skills, with experience working with a variety of cultures Able to work with a high degree of autonomy as well as part of a team Able to work under pressure and meeting tight deadlines Proficiency in PC knowledge such as Microsoft Word, Excel, PowerPoint and Chinese word-processing Salary will commensurate with qualification and experience. CFA Candidate preferred",4500,Crowe Horwath First Trust LLP,4500
Business Analyst," Mon Fri (8.30am 5.30pm) West UP $7,500 + AWS + Variable Bonus Electronics IndustryResponsibilities:Provide first level support to end user in SAP systemsReview overall business function / process to optimize productivity at minimum costDevelop test plan and execute validation prior to releasing of new developmentPerform testing and validation to ensure smooth delivery and implementation planConduct training for key users regarding SAP functions, business process and systems capabilitiesResponsible for new systems updates and upgradingProvide consultation to entities on improving system processes and work procedures using SAPRequirements:Min. Diploma / Degree in Computer Science / Information Systems or equivalentMin. 4 7 years of relevant business / systems analyst experiencePossess experience in handling PP / PM / MM modules in SAP (upgrade / implementation)Sound knowledge in Shopfloor Systems (MII / Kronos) will be a plusBilingual in English and Mandarin to liaise with Mandarin speaking associatesQualified or Interested candidates, please email your updated resume in MS format to: jte13@jte.com.sgWe regret to inform that only shortlisted candidates would be notified.Tua Yee Nee, ElaineSenior ConsultantReg. No: R1657371EA License: 14C7215",5750,JTE Recruit Pte Ltd (Recruitment Firm),4000
Business Analyst,"Business Analyst (UAT) Responsibilities:Manage complex, global initiatives across Sales, Service and Order Administration functionsResponsible for managing cross-functional and cross-organizational User Acceptance TestingBuild and roll-out innovative technology and business process solutions that increase efficienciesDeep understanding of the business process and drivers for changeUse Process knowledge, Business Requirement Document and functional expertise to ensure the business receives working software that supports the business requirements according to the project scope outlined in the BRD along with any change requestsJob Requirements:Proven track record of leading strategic projects combined with the ability to execute at tactical project-level activities and tasksStrong in User Acceptance Testing with min 2-5 years experience in-depth knowledge and experience in project and process managementCross functional project experienceKnowledge of industry best practises, third-party providers and technologiesStrong written and communication skillsSelf-motivated, driven individual who is comfortable working in a global and fast paced environmentRenewable contract with possibility of conversionTo Apply, send your CV to aria.wang@experis.com.sgAria WangRegistration No.: R1441307EA License No.: 02C3423",6000,Manpower Staffing Services (S) Pte Ltd - IT Contingent (Recruitment Firm),5000
Business Analyst,"Job ResponsibilitiesYou will be responsible in the implementation and upgrading works for the assigned SAP Human Resource Modules such as Personnel Administration, Payroll, Organizational Management and TV Travel Management. You will need to identify, participate and implement productivity enhancement projects, support users in day to day operations and maintain SLA. You will also be involved in providing end user training, data migration and deployment of HR functions. Other duties include preparation of documentation including but not limited to configuration, development and testing issues.Job RequirementsYou should possess a Degree in Information Technology with at least 7 years relevant working experience. To succeed in this role, you should be well-versed in SAP HR Modules, ABAP, Weddynpro and Netweaver. Other attributes include being responsible, organized and able to work independently in a fast-paced environment.Interested applicants, please submit your resume online via APPLY Now. (We regret that only shortlisted candidates will be notified. Mapletree Investments Pte Ltd shall not be responsible or liable to any recruitment firm or agency in connection with the receipt of any unsolicited information on any prospective candidate.)",4500,Mapletree Investments Pte Ltd,4500
