,Job_Company,Job_Desc,Job_Salary,Job_Title,Salary_max,Salary_min,min_years
42,Changi Travel Services Pte Ltd,"Duties:Determines customers' needs and desires by specifying research needed to obtain market infoRecommend nature and scope of present/future product lines by reviewing product specs and requirementsAssesses market competition for comparisonObtain product market share; work with directors and stakeholders to develop sales strategiesPrepare short-term and long-term product sales forecasts and special reports and analysesFacilitates inventory turnover and product and services availability by reviewing and adjusting inventory levels and production schedulesActively in search of new product and services to market; analyzing proposed requirements and development programs; preparing return-on-investment analyses; establishing time schedules with suppliers/managementDetermines pricing by utilizing market research data; reviewing production and sales costs; anticipating volume; costing special and customized ordersWork with internal and external stakeholders to Ensure that all the required information is in placeCompletes operational requirements by scheduling and assigning employees; following up on work resultsAble to proactively work with cross-functional teams to identify, obtain data required and understanding the root cause to analyze business/sales performancePresents results of analysis and makes recommendations to address business shortfalls, effectively represent findings in professional presentation formAble to conduct an analysis of performance data to assess the success of short-term sales initiatives and communicate on a regular basis on results of initiativesRequirements:Candidate must possess at least a Bachelors Degree in any fieldAt least 1 year(s) of working experience in the related field is required for this position1  2 years of Business Development related experience is preferredExcellent analytical and technical skills in MS Excel, PowerPoint, Word is requiredGood organizational and administrative skillsAble to effectively multitask, work under pressure and adhere to deadlinesPlease indicate the following in resume Reason for leaving each past and current employment Salary for each past and current employment Expected salary Date of availabilityWe thank all candidates for writing in and regret that only shortlisted candidates and/or candidate w/ completed application as above will be notified.All applications will be handled with strict confidentiality.",SGD 3000 - SGD 4500Min 1 year (Senior Executive) Singapore - East - Changi - Changi Airport,Business Analyst (Based in Changi Airport)Changi Travel Services Pte Ltd,4500.0,3000.0,1.0
43,Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),"ResponsibilitiesGather, analyse and formalize users business requirements and processes, evaluate on feasibility of implementation and manage scope of project.Prepare project documentation such as Requirement Specifications/Use Case Specifications etc Adhere to project scope, update requirement traceability matrix, inform and record out-of-scope issues.Develop technical design specification and translate technical design into process/program specification. Involve in the design review session.Make changes to configurable items, which include hardware, software, documentation, etc.Participate in Coding and Code Review.Assist in the integration testing, system testing, User Acceptance Test & implementation activities.Prepare user manual and operations manual, and plan & facilitate training of users and operators.Provide post implementation support (including production support and service requests).Escalate and discuss critical issues such as scope creep with the relevant managers.Conduct requirement gathering sessions. Conduct gap analysis of current business process to identify improvement opportunities.Have clear and open communication with customers on project issues or clarificationsTrack the progress and provide updates to project managerWork to resolve problems promptly and provide effective solutionRequirementDegree/ Diploma in Computer Science, Engineering or a related discipline2-4 years IT experienceExperience in IT business analysis techniquesFamiliar with Software Development Life Cycle (SDLC)Technology  MSSQL2005 & above, Visual Studio .Net Enterprise Architect, MS Server Stored ProcedureDomain  Familiar with Project Financial, Project management tools etcBusiness Analysis ProfessionalTM (CBAP)Technology  MSSQL2005 & above, Visual Studio .Net Enterprise Architect, MS Server Stored ProcedureDomain  Familiar with Project Financial, Project management tools etcInterested candidates, who wish to apply for the above position; please send in your resume to reina@capitagrp.com cc ITC5@capitagrp.com and attention to RNSOnly shortlisted applicants will be notified by our consultants.Capita Pte Ltd | EA license no.: 08C2893Sia Shin Yong | REG No : R1547214",SGD 4500 - SGD 5500Min 5 years (Senior Executive) Singapore - Central,Business System Analyst - $5500 / techno-function                       Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),5500.0,4500.0,5.0
44,Capita Pte Ltd(Recruitment Firm),"Analyzes and resolves end users ERP application issues in timely and accurate fashion, ensure the stable operation of assigned and support modules.Ability to lead the development of business requirements, functional designs, process maps, and user test plans.Responsible for actively resolving day-to-day technology needs of the user community with a focus on analysis and broad-minded solutions.Responsible for recognizing potential problems, resolving conflicts, and updating IT management regarding business management progress.Understand the evolving needs of their assigned user communityDemonstrates full knowledge of all phases of technology implementation.Participates in system configuration to satisfy business requirements in accordance with solution designCollaborates with internal and external customers, functional teams, development teams, and stakeholders to identify user requirements, assess available ERP Functional technologies and recommend solution options. Advises on options, risks, costs versus benefits, and impact.Advises on options, risks, costs versus benefits, and impact.Develops and promotes good business relationships. Prioritizes work to be done and coordinates activities with internal and external customers and IT colleagues to ensure successful project implementation and meet expected service levels.Maintains full knowledge of all phases of technology implementations aligned to their usercommunity; apprises business management of progress; keeps IT management aware of issues and potential problems, and resolves conflicts.Assists in the development of design and functional specifications to affect IT solutions as requiredDrives the development business processes and priorities. Evaluates alternative business process and technology solutions, and participates in making technology recommendations to enhance business operations.Leads the development of business requirements, functional designs, process maps, user test plans, and training materials associated with business process and technology solutions. Facilitates user involvement in User Acceptance Testing.Works in conjunction with senior leaders in other functional areas to ensure that program launches, scope expansions and the development of new business capabilities are supported and delivered within the business architecture.RequirementsAbility to write reports, business correspondence, and procedure manuals.Ability to effectively present information and respond to questions from groups of managers, clients,customers, and the general public.Ability to solve practical problems and deal with a variety of concrete variables in situations where only limited standardization exists.Experience in Experience in data warehouse implementation, Crystal reportdevelopment, IBM Cognos BI.Create and modifies MS T-SQL to facilitate data mining, problem solving, ise SSRS to support reporting.ERP experience in manufacturing, logistics environment will be an advantage.Experience in ERP System, Microsoft Office Suites, Lotus Notes. Certificates, Licenses, Registrations.Interested candidates, who wish to apply for the advertised position, please email us an updated copy of your resumewith recent photo attached to tech5@capitagrp.com. bizsapp@capitagrp.comWe regret that only shortlisted candidates will be notifiedEA License No.: 08C2893",SGD 4000 - SGD 7000Min 8 years (Senior Executive) Singapore - Central,Senior ERP Business Analyst - SyteLineCapita Pte Ltd(Recruitment Firm),7000.0,4000.0,8.0
45,People Profilers Pte Ltd(Recruitment Firm),"Location: EastWorking Hours: Office hoursJob ID: 40298Job Responsibilities: To provide company-specific and industry research, monitor financial movements and analyse financial information for companies within the group for benchmarking and decision making. To provide analysis and research to assist in the development and execution of corporate strategy and corporate finance transactions that occur within the group. To provide company-specific analysis including product, segment, channel profitability, and qualitative assessment of competitiveness and sustainabilityFinancial Analyst Job Duties: Analyse and maintain financial data for group companies. Maintain financial data on comparable companies and industry data. Develop accurate financial models. Identify trends, conduct business studies on past, future and comparative performance. Access market data to provide up to date valuation metrics. Develop investment due diligence reports. Prepare analytical reports as required. Assist with structuring transactions, negotiations and preparation and review of transactions documents. Act generally as required and guide and influence long-term and strategic decision making within the group.Requirements: Bachelors Degree in Finance, Business, Economics or Equivalent discipline MBA holder preferred. Excellent problem-solving, synthesis and analytical skills with attention to detail, while keeping the big picture in context. Proficiency in MS Excel, MS Access, Word, and PowerPoint. Hands on experience with statistical analysis and ability to extract data from financial data service providers. Strong written, verbal and interpersonal communications skills. Proven knowledge of financial forecasting, corporate finance and information analysis. Advanced computer proficiency in financial forecasting, modelling and reporting. A high level of independent judgment, initiative and problem-solving skills, stakeholder management, and the ability to demonstrate a high degree of confidentiality and discretion. Minimum 3 years of experiences from Venture Capital, Private Equity, Investment Banking, Securities Equity Analysis or M&A/DD consulting.All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.Please submit your updated resume in Word format by using the Apply Now Button.We regret that only shortlisted candidates will be notifiedEmail resume to shona.heng@peopleprofilers.comPeople Profilers Pte Ltd, No. 1 Finlayson Green #18-01 Singapore 049246. Tel: 6589 5806 Fax: 6536 7890http://www.peopleprofilers.comEA Licence Number: 02C4944Registration Number: R1872037Posting Personnel: Shona Heng Yun Wen",SGD 4800 - SGD 6700Min 3 years (Junior Executive) Singapore - Central,Business AnalystPeople Profilers Pte Ltd(Recruitment Firm),6700.0,4800.0,3.0
46,AIA SINGAPORE PRIVATE LIMITED,"AIA Singapore has been serving the community since 1931. We aim to be the pre-eminent life insurer in Singapore, serving individuals, families and the community with innovative world-class products, providing customers the best digital platform with superior experience an distinguished service excellence.We want to genuinely engage in our customers' lives, providing the right financial solutions for them and their family in a constantly changing world. And, we are committed to making a positive impact on our customers and the community, helping them live healthier, longer, better lives.Key ResponsibilitiesThe Business Analyst has the key responsibility in providing both the business and the technical expertise to recommend solutions to achieve business needs.To act as liaison between users and Technology in the gap analysis session and to help finalize the business requirements and rules for system enhancement and or new system implementationTo support the delivery of new product launch, new initiatives/projects and production support.To conduct the Business requirement scoping sessions with the business users.To conduct impact analysis and to recommend best practices or solution to the business needs.To produce comprehensive business requirements and to ensure user sign off the document.To produce comprehensive business scenario for User Acceptance Test and to ensure user sign off the test plan and test results.To analyze and to monitor UAT and to ensure defects resolution within timeline.To conduct business scoping with the business users and to develop the business requirements for sign offTo review business scenario and test scripting in ensuring they are in line with the business requirements.To conduct the review sessions with the users to ensure acceptance and signed off by usersTo analyze business issues and performs business impact analysis and recommends best practices and technical expertise and solves straightforward problems by applying innovative solutionsTo ensure effective communication on any changes in administrative or processing rules triggered from system enhancement or new product launching to business usersKey RequirementsDegree from a recognized University preferably in Business, Information Technology, or Computer ScienceLife insurance knowledge inclaims (major, minor or health)A minimum of 4 to 7 years working experience in Life InsuranceInterested applicants, please submit your application online via our careers page.",SGD 4000 - SGD 5000Min 3 years (Junior Executive) Singapore - Across Singapore - Singapore,"Business Analyst, Claims (1 year Contract) - (28503)AIA SINGAPORE PRIVATE LIMITED",5000.0,4000.0,3.0
47,Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),"Responsibilities:Provide on-going application support and be involved in various stages of the SDLCConduct user requirement analysis for the development / implementation of new systems and enhancements to existing systemsEvaluate potential solutions and make recommendations to resolve business problemsInvolvement in the system integration testing phase prior to implementationPlan and coordinate end-user training for any system implementations or enhancementsLiaise closely with business users and build good rapportLiaise closely with vendors in project implementation, application testing, supporting application patches and upgrades in accordance with project methodologies and policiesSupport the team in defining project requirements, tracking and documentationProvide 24/7 primary application maintenance supportRequirements:Minimum 3 years of experience in developing, implementing and maintaining IT systemsExperience in MS Windows environment & application supportDegree in Computer Science, Computer Engineering or equivalentInterested candidates, who wish to apply for the above position, please send in your resume to itc4@capitagrp.com, ATT: RYN or click the ""APPLY NOW"" belowOnly shortlisted applications will be notified by our consultants.CAPITA PTE LTD | EA License No : 08C2893Gelangre Reyanelle Gelario | REG No : R1870995",SGD 4800 - SGD 5500Min 1 year (Senior Executive) Singapore - Central,Assistant Lead Analyst (IT Business Analyst) upto $5500                       Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),5500.0,4800.0,1.0
48,RECRUIT EXPRESS PTE LTD(Recruitment Firm),"Responsible for Business Intelligence tool development, database and access right management, training and user support as well as raw material price monitoring for Performance Materials across Asia Pacific.Responsibilities:Business Intelligence Tool developmentIdentify database and tool requirements for structured data collection, analysis and improved decision-makingProgram Business Intelligence tools (macros, online platforms, etc.) ensuring user-friendly interfaces and scalabilityEvaluate existing Business Intelligence tools and systems and implement improvements based on user and business needsExplore and implement improvements in terms of automation, self-service dashboards and integration to relevant platformsProactively recommend technical solutions for Business Intelligence by defining database structure and functional capabilities to meet business needsLiaise with IT Team to explore solutions and ensure database securityDatabase and Access Right ManagementMaintain and update Business Intelligence sources, technical databases and related toolsProvide troubleshooting and maintain roles and access rights for all Business Intelligence, Lotus Notes, PTR and Quality Management E-flow databasesCreate, maintain and ensure suitable back and front-end design for Business Intelligence platformsTraining and User SupportDrive trainings for new tool releases, prepare technical documentation and training material for various audiencesProvide information and resolve problems related to database access and proper usage of toolsDemonstrate proactive attitude and excellent listening skills to identify user needs and feedbackRaise awareness about Business Intelligence, available data sources and toolsRaw Material Price MonitoringConsolidate and disseminate raw material price trends on weekly and monthly basisPrepare RM report for monthly Industry and Product Management Team meetingsProvide ad-hoc analysis on raw material and competitor price movementsRequirements:Bachelor in Information Technology, computer science, data management or programmingAt least 5 years in database management or IT areaHigh level of IT skills, including programming and database management (Access and VBA)Excellent communication skill in EnglishInterested candidates, please email detailed resumes in MS word format to liyana@recruitexpress.com.sgAttention all resumes to Liyana (Nur Syamimi Liyana Binti Ab Lateb) (R1654604)Short listed candidates will be notified",SGD 5000 - SGD 6000Min 2 years (Senior Executive) Singapore - Central,1 Year Contract Business Intelligence Analyst- Up to $6000RECRUIT EXPRESS PTE LTD(Recruitment Firm),6000.0,5000.0,2.0
49,Kelly Services (S) Pte Ltd - Strategic Accounts Organisation         (Recruitment Firm),"Our client is an established local bank in the global industry. We are looking for suitable candidates to join them as a Business Analyst - Banking.Responsibilities:Support on daily operations on the performance systems such as downloading and maintenance of financial dataPerformance returns are used by marketing, investmentsCheck the integrity of data use in the performance systemsGenerate timely monthly return for client RRG report,Generate monthly reviews of performance data and provide support to bankers / counsellors enquiries.Requirements:Minimum degree holdersMeticulous and detail-orientedProficient in Microsoft Office skillsAble to work under pressure and tight deadlinesInterested candidates may send their resumes to leow_weiqi@kellyservices.com.sg or apply throught the application system. Shortlisted candidates will be notified.Kelly Services (Singapore) Pte Ltd I EA License No. 01C4394 I RCB No. 200007268E I Leow Wei Qi EA Reg. No. R1658345By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates , in accordance with our Privacy Policy. Please access our website at www.kellyservices.com.sg for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at dataprotection@kellyservices.com.sg to let us know. All resumes and personal particulars sent to the aforementioned email address will Not be attended to as the address is not for job application purposes.",SGD 2500 - SGD 2800 Entry LevelSingapore - Central,Business Analyst - Banking                       Kelly Services (S) Pte Ltd - Strategic Accounts Organisation         (Recruitment Firm),2800.0,2500.0,
50,CHANDLER MACLEOD GROUP PTE LTD(Recruitment Firm),"Contract till mid Dec 2018East Location$2400 - $2600 Monthly (Depends on experience)This reputable financial services body is hiring for a contract Banking Operations Personnel to provide support in day-to-day operation and business support. We are seeking for someone who is meticulous, detail-oriented with good analytical and problem-solving skills. This is your opportunity to join a global listed banking and financial brand!Responsibilities:Coordinate and support daily operations activities for Business Units across SG and HKCollaborate with internal operations teams - i.e. Technology to resolve issue related to the systemAnalyse, track and report volume for managementsTrack and document reports to ensure proper process documentationOther operational roles assignedRequirements:Diploma holder with 2 years of experience in banking operations OR Degree holder with some relevant experience in bankingVery proficient in MS Excel - knowledge of Macro will be a huge plusAbility to work in a high volume, fast-paced and results-driven environmentExcellent communications skills, resourceful with ability to work well independentlyYou should be able to commence on immediate or short notice and commit till mid Dec 2018Interested parties please click ""Apply Now""Chandler Macleod Group Pte Ltd, EA Licence: 11C3837Reference Number: 17430_153190287398288Juzailah Khatmin (EA Reg. No. R1110441)",SGD 2400 - SGD 2600Min 2 years (Senior Executive) Singapore - East,"Banking Operations Personnel, Business AnalystCHANDLER MACLEOD GROUP PTE LTD(Recruitment Firm)",2600.0,2400.0,2.0
51,Manpower Staffing Services (S) Pte Ltd - MP/SCS         (Recruitment Firm),"Participate in Project system set up and testingInput Price components timely to ensure correct pricingPerform checks on component updatesInvestigate and resolve pricing errors, invoicing errorsPrice Calculation/AnalysisFinal price invoice adjustmentsDebit /Credit note calculationRequirementsCandidate must possess at least a Bachelor's Degree, Professional Degree, Finance/Accountancy/Banking or equivalent.Required skill(s): Pricing, MS Office.Min 1 year(s) of working experience in the related field OR internship experience Pricing/finance analyst function.Other informationContract: 12months duration, subject to renewal basisLocation: HabourfrontS$3000 - S$3500per monthAble to start work at short notice/IMMEDIATELYInterested applicants, please email resume in MS Word doc format to; yenleng.yap@manpower.com.sg (R1110894)",SGD 3000 - SGD 3500Min 1 year (Junior Executive) Multiple work locationsSingapore - Central - Bukit MerahSingapore - Central - Southern Islands,Business Analyst (Pricing) /12 months Contract/ Harbourfront^                       Manpower Staffing Services (S) Pte Ltd - MP/SCS         (Recruitment Firm),3500.0,3000.0,1.0
52,PMET Strategy Resources Pte Ltd(Recruitment Firm)," Listed, MNCs $3,000 - $3,500 / 5 Days / Walking Distance from MRT Station Promote Process Improvement / Identify Technology Needs Operate Help Desk Opportunity to TravelBusiness Analyst - IT Support($3,000 - $3,500 / 5 Days / Town)Responsibilities:Promote process improvement and identify technology needs of the assigned business area, gathering and documenting business requirements for system enhancements and/or new systems serving as a liaison between the business area and the IT DepartmentProvide & understand information from industry research and share best practices to decision makers which will enable them to make better choicesMaintaining a functional knowledge of systems, applications, programs, and processes, able to follow and adhere to approved methodology for documentation, training, and project managementTravel domestically and internationally to implement, train and support processes and initiativesProvide global system support with on-call scheduleOperate the help desk and provide 1st Level IT support relating of IT Hardware and software via Telephone, Email, RemoteTelephone, Email and Remote support for Desktop (Windows, Mac OS), Notebook (Windows , Mac OS ), Printer, peripheral and IT Network device such as Router , Switch and FirewallSupport IT infrastructure such as computer setup and repair in repair centerRequirements:Degree in Information Technology / Computer Science with 2 to 5 years working experience in Business Analyst functionCandidates with certification in International Institute of Business Analysis [IIBA/BABOK] preferredFirm knowledge and understanding of business analysisAt least 1 to 2 years experience in handling SAP Sales and Distribution modulesAt least 1-2 years of experience in desktop, IT helpdesk support, VisioExperience in Active Directory, Exchange Management, SCCM and GPO configuration and administration would be advantageousInterested applicant, please deposit your MS Words format resume to career@pmet.com.sgPMET, a successful icon for more than a decadeYour first connection to prospective employmentPMET Strategy Resources Pte LtdEmployment Agency License No: 07C3290",SGD 3000 - SGD 3500Min 2 years (Senior Executive) Singapore - Central,"Business Analyst - IT Support ($3,000 - $3,500 / 5 Days / Town) Singaporean!PMET Strategy Resources Pte Ltd(Recruitment Firm)",3500.0,3000.0,2.0
53,Search Index Pte Ltd         (Recruitment Firm),"4 Months Contract RoleUrgent role, able to start immediatelyFinance Candidates with hands-on experience with Netsuite systems are welcome orCandidates who have experience with system migration to netsuite system are welcome too.Job Description:Assist Manager to analysis and revise data in NetSuite to ensure accuracy.Create and maintain documentation of the system and business processes.Requirements:Min 2 years experience using Netsuite.Candidates with Finance / Accounting experience using Netsuite system are welcome.Able to start work immediately.To apply, please email your detailed CV in MS Word format to search5@searchindex.com.sgWe regret that only short-listed candidates will be contacted shortly.",SGD 3800 - SGD 4500Min 2 years (Senior Executive) Singapore - Central,"Business Analyst ( $4.5K, UAT Testing, Netsuite, Contract 4 months)                       Search Index Pte Ltd         (Recruitment Firm)",4500.0,3800.0,2.0
54,"Target Recruitment, a Member of WMS Group(Recruitment Firm)","IT Business Application Analyst (SAP) @ Gul CircleResponsibilitiesThe IT Business Applications Analyst, Finance, WMS & Data Management role will serve as the Group subject matter expert associated with content, processes and procedures associated with ERP, existing legacy ERPs and other business applications in Financial, Warehouse Management System and Data Management.Job Description Assist the Group roll-out of ERP and be familiar with all aspect of ERP Financial and WMS modules. Responsible to co-ordinate any software integration and external interface development if needed Monitors process adherence and consults with the process owner and user for issue resolution Supports and work with Vendor and IT Team on enhancements with a continued focus on process improvement to meet business case goals Co-ordinate test processes and configuration assuring quality of any additions, changes or deletions to the system Consults with business stakeholders to identify and document business needs and objectives, current operational procedures, problems, input and output requirements, data scope, usage, formatting and security requirementsJob Responsibilities Provides timely response to end user calls and help tickets assisting in problem resolution Works together with business experts for implementation project and delivers on time for each project phase.Job Requirements Minimum 5 years of experience working with ERP solutions as Business Applications Analyst or Senior BA for Financial and/or WMS roles with proven experience in unit / integration testing, user acceptance testing, preparation of test scripts, authorization and roles design, end user training and data migration. Minimum 10 years of experience working with cross-functional teams and heavily matrixed multinational organization. Any experiences in SAP Hana or Dynamic 365 in Marine industry will be a plus Diploma in Information Technology or related Conversant with programming languages such as .Net, PHP, ABAP, Ms SQL and report writing experiences will be a plus Good understanding of large data set and business intelligence; Detailed, meticulous and strong analytical skills; Independent, self-driven and initiative Team player Singaporeans only Work Alternate Saturdays (Mon  Fri 8.30 to 5.45, alt Sat 8.30 to 12.30)Benefits:- Competitive salary- Performance-based incentives and increments- Company lunch- Company transport - Tpt pickup at Lakeside and Joo Koon MRTInterested parties/candidates, please send your updated resume in MS Word format including the followings(1) Current & expected salary(2) Reason(S) for leaving(3) Date of availability(4) Recent photoR1328754 (LL)Target Recruitment | EA 15C7744",SGD 4500 - SGD 5000Min 5 years (Senior Executive) Singapore - West - Gul Circle,"IT  Business Application Analyst (SAP) / Alt Sat @ Jurong (LL)Target Recruitment, a Member of WMS Group(Recruitment Firm)",5000.0,4500.0,5.0
55,TSA Training Services Pte Ltd,"Reporting to the Director of Analytics and Insights, this role will assist in the development and implementation of analytical processes to accelerate global revenue performance for TSA.Major Responsibilities:Analyze existing internal data sources and work with TSA stakeholders to identify opportunities where hotels would benefit from TSA programs and servicesDevelop data acquisition and analytics methodologies to help TSA efficiently identify new markets or achieve higher market penetration in existing marketsIncrease efficiencies in how TSA assesses and renews potential partnershipsSupport Data related activities throughout the Sales processWork with external third parties and internal stakeholders to analyze data that could be beneficial for the development of future products. Recommend best course of action.Provide thought leadership and best practice in data visualizationRequirements:Minimum 2 years expertise working in a data/business analytics role with proven success in developing or enhancing data acquisition and analytical processesExpert in MS Excel, including all data analytics related functionality (VB, Pivot Tables, Solvers etc)Demonstrated ability to effectively visualize and simplify complex data to non-analytically minded team membersExposure to and understanding of alternative desktop-based data analysis tools (i.e Tableau, Qlikview, Power BI)Knowledge of SQL for retrieving dataStrong communication & interpersonal skillsExcellent time management capabilitiesIndependent, innovative, resourceful and analyticalAble to multi-task and perform in a fast-paced environmentProficient in all other MS Office Application",SGD 3500 - SGD 5000Min 2 years (Junior Executive) Singapore - West - Others - Pasir Panjang,Business Analyst (Analytics)TSA Training Services Pte Ltd,5000.0,3500.0,2.0
56,Stafflink Services Pte Ltd(Recruitment Firm),"Key Activities:Assist AHQ Commercial team to drive implementation of key commercial initiatives with markets ( Key Account Best Practise, Data Driven Sales Processes etc )Oversee and ensure roll out of New Product Launch across region in accordance with prescribed brand and channel guidelinesAnalyze, evaluate and communicate the regions and countries performance across channels ( Chains, ECP, Distributors ) and portfolio to management.Business Planning and Monthly / Quarterly Reports Update Support and AnalysisBusiness partnering with various stakeholders in Opcos to ensure timely accurate report submission is done.Data analysis and trend and forecast reportingDecision Support:Prepare and review with management ad-hoc reporting & performance analytics work productsSupport global standards / capabilities within the Commercial groupPlanning, Updates, Standard Reporting/Analytics Execution:Deliver standard reporting & performance analytics work productsPrepare and generate Business Plan and Quarterly Update including establishing baseline by performing statistical trend analysisOther DutiesSupports ad hoc requests / projectsSupports continuous improvement activitiesAssists with training fellow team membersRequirementsWorking knowledge of sales planning and commercial finance analysis3-5 years of sales and commercial experience preferred, ideally in a consumer goods and/or vision care categoryIntermediate to advanced skills in Microsoft Office ( especially Excel and powerpoint ) to support in report consolidation and data analyticsHOW TO APPLY:Interested applicants, please click on Apply Now to submit your resume and providing the below details in your resume.Alternatively, you may also send in your application via email: REF22@stafflink.com.sg indicatingWe regret only shortlisted candidates will be notified.Stafflink Services Pte LtdEA Licence No.: 04C4294EA Personnel: Wang Chun JinEA Personnel Reg. No.: 1871704",SGD 3000 - SGD 4500Min 3 years (Senior Executive) Singapore - Central,Business Planning Analyst (MNC/ Distributor/ Marketing Analyse / Up to $4.5k)Stafflink Services Pte Ltd(Recruitment Firm),4500.0,3000.0,3.0
57,Talent Trader Group Pte Ltd(Recruitment Firm),"Responsibilities:Responsible for FP&A (incl. business partnering) activities for results including Actual, Latest Estimate and Budget consolidation; and all other adhoc internal management required reporting such as Activity Based Costing/ Business Segment profitabiity to drive this business forwardSupport annual budget process & monthly forecasting and reviewBusiness case simulationIncreases productivity by developing automated reporting/forecasting toolsReview financial data and work with finance and/or other teams to resolve issuesAnalyze financial data by collecting, monitoring and creating financial models for decision supportDetailed Tasks and ResponsibilitiesIdentify financial status by analyzing results; monitoring variances; identifying trends; and recommending actions to managementGuide cost analysis process by establishing and enforcing policies and procedures; providing trends and forecasts; explaining processes and techniques; recommending actions.Prepare monthly and quarterly financial & management reports and the related analysis and commentariesCoordinate with cross functional stakeholder to ensure timely and accurate output consistent with business expectations and timelines.Provide required analysis and recommendations to Business Partners including but not limited to scenarios analysis, ROI computation etc.Monthly, prepare, compile and perform analysis (on significant variances) for the required billing summary.Review actuals vs budget to ensure alignment against targets and strategic directionRequirements:Diploma or Degree in Accounting, Finance, ACCA or equivalent. CPA preferred.At least 4  6 years of commercial experiencePossesses extensive experience in business planning, management reporting, financial analysis and business partnering; with a strong controllership foundation.Hands-on experience in budgeting process is a must, and modelling is preferred.Other Information:Location: ChangiSalary: $5,000Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume to gs1@talenttradergroup.comFor candidate who applied for advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.EA License No.: 13C6305",SGD 4000 - SGD 5600Min 4 years (Senior Executive) Singapore - Central,"URGENT: Business Analyst (Changi, SAP, MNC)Talent Trader Group Pte Ltd(Recruitment Firm)",5600.0,4000.0,4.0
58,Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),"Responsibilities:Provide on-going application support and be involved in various stages of the SDLCConduct user requirement analysis for the development / implementation of new systems and enhancements to existing systemsEvaluate potential solutions and make recommendations to resolve business problemsInvolvement in the system integration testing phase prior to implementationPlan and coordinate end-user training for any system implementations or enhancementsLiaise closely with business users and build good rapportLiaise closely with vendors in project implementation, application testing, supporting application patches and upgrades in accordance with project methodologies and policiesSupport the team in defining project requirements, tracking and documentationProvide 24/7 primary application maintenance supportRequirements:Minimum 3 years of experience in developing, implementing and maintaining IT systemsExperience in MS Windows environment & application supportDegree in Computer Science, Computer Engineering or equivalentInterested candidates, who wish to apply for the above position, please send in your resume to itc4@capitagrp.com, ATT: RYN or click the ""APPLY NOW"" belowOnly shortlisted applications will be notified by our consultants.CAPITA PTE LTD | EA License No : 08C2893Gelangre Reyanelle Gelario | REG No : R1870995",SGD 4500 - SGD 5500Min 1 year (Senior Executive) Singapore - Central,IT Business System Analyst                       Capita Pte Ltd - Technology Outsourcing         (Recruitment Firm),5500.0,4500.0,1.0
59,Capita Pte Ltd - IT Perm(Recruitment Firm),"Understand the clients story and formulate the necessary roadmaps and solutions that will support their business strategies and goals.Be instrumental in the analysis, design and building of critical and complex custom-designed, business applications that use a wide range of the very latest technologiesRunning inceptions and workshops with stakeholders of different levels of seniority or backgroundsCollaborating with Senior and Executive Management to drive strategyOrchestrate the collaboration between Product Owners, Stakeholders and technical experts by removing roadblocks and fostering communicationManage and resolve conflict wherever necessaryGathering business requirements, writing user stories, mapping out processes, pairing with various technical experts where necessaryRequirements:Working experience as Business AnalystManaged at least one large-scale project and taken large scale truly Agile projects to productionActed like advisors to strategic personnel on the client sideRun Requirement Gathering Workshops using game-storming techniquesExperience with modeling business processes using a variety of tools andExperience prioritising competing demands from stakeholders with ability to get buy-in and resolve conflictsExperience in mentoring and executing Agile, Lean, and Continuous Delivery best practicesExperience with multiple agile frameworks (Scrum, Kanban, Safe, XP, etc.)Battle scars from Agile enablement gigsHave an open and positive attitude, with a key focus on achieving Win-Win solutionsInterested candidates who wish to apply for the advertised position, please email us an updated copy of your resume. (Attn: CHIP) or contact our office at +65 6709 3371 for a confidential discussion.Job Code: CHIPEmail Address: cap.ta@capitagrp.com and chi.pham@capitagrp.comEA License No.: 08C2893",SGD 5000 - SGD 8000Min 3 years (Non-Executive) Singapore - Across Singapore,Business AnalystCapita Pte Ltd - IT Perm(Recruitment Firm),8000.0,5000.0,3.0
