jobtitle,jobdescription,salary,company
Data Scientist,"Ultimate Software is looking for a Security Data Scientist for our Singapore office. 

You will be working with a team of security data scientists focusing on applying machine learning to catch bad guys. You are someone who is passionate about Cybersecurity. You will use exploratory data analysis (EDA) and visualization techniques to understand our data. You will find patterns and anomalies to derive security insights and uncover suspicious activities in our networks. You will build models to detect and prevent malicious behaviors and actions. 

You will work alongside with our security teams to understand how we analyze attacks and gather ground-truth data for our models. You will participate in threat hunting programs to look for threats that evade our existing security solutions using analytical-driven techniques and develop your findings into security detections. You will also correlate information received from both internal and external sources to provide contextual intelligence to enhance our ability to protect Ultimate Software and our customers. 

In short, this is an exciting opportunity to work hand-in-hand with our security teams to ensure that we are always one step ahead of our adversaries. 

Primary Duties and Responsibilities:
Develop a thorough understanding of our data
Develop visualization techniques to understand our data better
Build models to detect and prevent malicious behaviors and activities
Work with development teams to productize and scale our prototypes
Read research papers and present them in our data science study groups
Co-develop tactical and strategic-level intelligence reports and products
Required Qualifications:
Passionate to learn and share knowledge with the team
Bachelor's or Master's degree in Computer Science or a related discipline
Good understanding of computer security, operating systems, and distributed systems
Hands-on experience with Python, NumPy, pandas, scikit-learn, H2O, TensorFlow/PyTorch
Hands-on experience with developing large-scale supervised and unsupervised machine learning models
Hands-on experience with developing CNN, and RNN/LSTM models in TensorFlow/PyTorch
Hands-on experience in performing large-scale data wrangling in a reproducible manner
Hands-on Linux command-line and administration experience
Meticulous reporting skills
At this time we are only considering local candidates, now residing in Singapore
Travel Requirement: Less than 5% 

This job description has been written to include the general nature of work performed. It is not designed to contain a comprehensive detailed inventory of all duties, responsibilities and qualifications required of employees assigned to this job.
Jobs  >  Data Scientist  >  Singapore
",6000,Ultimate Software
Data Scientist,"As a Data Engineer, you will be part of one of Southeast Asia’s strongest technology teams working on cutting-edge business intelligence technologies. Your mission is to build a robust and fine-grained data warehousing system. Your will build expertise in data warehousing, big data, and data streaming, and keep yourself hands-on with latest innovation in the field. PropertyGuru will invest in your career growth, giving you ample opportunity to learn from team members as well as best-in-class partners and training.

Our websites attract more than 100 million monthly page-views which results in non-stop massive click-stream for behaviour data. Are you ready to turn our massive data into insights? 

Responsibilities: 

Design protocol for data integration
Build and maintain data warehousing system, including injection, large scale transform, OLAP design, dependency management, etc.
Build and maintain data streaming system
Develop reliable and agile ETL systems
Actively coordinating with other departments or product group about requirements and expectations",4000,Snapcart
Data Scientist,"As a Data Scientist your core responsibility is to work closely with various teams to identify and solve business challenges utilizing unstructured data captured in a distributed processing environment that will help to drive sales and engagement on our platforms.

Data analytics is our key product and you will be in charge of enabling the proper storing, processing, and analyzing our data in a way that provides the maximum value to our clients. You will report to the Chief Data Officer and will have responsibilities across ASEAN region.
Responsibilities
Creating analytical capabilities, from data preparation, visualization, to modeling and machine learning
Leading the creation and maintenance of analytical dashboards
Enriching data by structuring, cleaning, transforming and merging data across different sources
Leading the creation and execution of analysis plans and statistical models for custom analytics requirements from clients
Leading analysis of app usage in order to drive user engagement and data quality
Qualification
Bachelors degree in mathematics, statistics or computer science or related field.
3-5 years experience manipulating large datasets and using databases.
Knowledge of statistical concepts and theories.
Experience in the use of statistical packages (R Programming, Tableau)
Familiarity with basic principles of distributed computing and/or distributed databases.
Demonstrable ability to quickly understand new concepts all the way down to the theorems and to come out with original solutions to mathematical issues.
Good communication and interpersonal skills.
Knowledge of FMCG or Retail industry a plus.
Only shortlisted candidates will be notified
Jobs  >  Data Scientist  >  Singapore
",8000,Propertyguru
Data Scientist,"Who are Teralytics? 

Rapid urbanization is challenging todays cities and our environment. Ride-sharing is changing our streets. Self-driving cars and the Internet of Things are a reality today. The way we travel within and between cities is evolving. To keep up with the pace of change, it is vital for cities, transportation operators, car manufacturers and ride-sharing companies to gain comprehensive knowledge on how we move. 

Teralytics offers the most advanced insights on human mobility based on cutting edge data science, proprietary machine learning algorithms and deep technology, capturing billions of signals every day from cell towers and other unique sources. 

We believe the future should be built for everyone. Thats why we partner with mobile network operators to unlock the most inclusive data around. Almost everyone owns a mobile device, which means no one gets left out. Using advanced A.I. technology, weve pioneered a way to translate these cell signals into actionable insights. Its the information needed to develop impactful solutions to real-world problems. 

Your role 

We at Teralytics are searching for an exceptionally talented & highly-motivated data scientist for our team in Singapore. 

Your responsibilities will include:
Designing and prototyping models to extract insights or make predictions based on mobility, web browsing and demographics data of up to hundreds of millions of people
Analysing and making inferences upon the data in order to evaluate the feasibility of data projects or test the performance of existing models
Supervising data science interns and assisting software engineers in implementing models in large-scale production systems
Your profile 

You display a keen desire to develop your career in the areas of data analytics, applied statistics and artificial intelligence, and are passionate to learn and develop new techniques. You are experienced in working with data, either professionally or academically. You possess programming skills and are comfortable operating datasets in a programmatic way. You have interest in the realms of urban planning and human mobility and how technology can be leveraged to create Smart Cities. You enjoy working closely with other people in a highly diverse and multicultural environment. 

Must have:
BS/MS/PhD in Computer Science, Statistics, Mathematics, Physics or related technical fields
Experience (preferably 4+ years) with data science topics (such as machine learning, statistical learning, target tracking and localization, probabilistic graphical models, neural networks, etc.). PhD holders may treat their PhD study, if relevant, as part of their professional experience
Experience (preferably 2+ years) with programming, data structures and algorithms. Proficient in at least one scripting language suitable for data processing, such as Python, R or MATLAB
Advantageous:
Substantial experience in applying machine learning and statistics to large amounts of data in either academia or industry. A PhD in the topic is a plus
Experience working with distributed computation tools (e.g. Hadoop, Storm, Spark, Hive) and/or streaming data
Knowledge of statistics including those in multivariate statistics, spatial-temporal statistics and time series analysis.
Experience with Bayesian estimation techniques such as particle filters, Viterbi algorithm and Markov Chain Monte Carlo (MCMC) methods
Experience with Python, Scala and/or functional programming
Experience with location data analytics
Experience with processing cellular, Wi-fi, or URL data
Your new team 

We are a diverse team of data scientists, software engineers and business people from over 20 different countries with offices in Zürich, Singapore and New York. We are smart, hungry and fast moving; operating in small teams, with freedom for independent work and fast decision making. 

Teralytics is an equal opportunity employer and we value diversity. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Jobs  >  Data Scientist  >  Singapore
Who are Teralytics? 

Rapid urbanization is challenging todays cities and our environment. Ride-sharing is changing our streets. Self-driving cars and the Internet of Things are a reality today. The way we travel within and between cities is evolving. To keep up with the pace of change, it is vital for cities, transportation operators, car manufacturers and ride-sharing companies to gain comprehensive knowledge on how we move. 

Teralytics offers the most advanced insights on human mobility based on cutting edge data science, proprietary machine learning algorithms and deep technology, capturing billions of signals every day from cell towers and other unique sources. 

We believe the future should be built for everyone. Thats why we partner with mobile network operators to unlock the most inclusive data around. Almost everyone owns a mobile device, which means no one gets left out. Using advanced A.I. technology, weve pioneered a way to translate these cell signals into actionable insights. Its the information needed to develop impactful solutions to real-world problems. 

Your role 

We at Teralytics are searching for an exceptionally talented & highly-motivated data scientist for our team in Singapore. 

Your responsibilities will include:
Designing and prototyping models to extract insights or make predictions based on mobility, web browsing and demographics data of up to hundreds of millions of people
Analysing and making inferences upon the data in order to evaluate the feasibility of data projects or test the performance of existing models
Supervising data science interns and assisting software engineers in implementing models in large-scale production systems
Your profile 

You display a keen desire to develop your career in the areas of data analytics, applied statistics and artificial intelligence, and are passionate to learn and develop new techniques. You are experienced in working with data, either professionally or academically. You possess programming skills and are comfortable operating datasets in a programmatic way. You have interest in the realms of urban planning and human mobility and how technology can be leveraged to create Smart Cities. You enjoy working closely with other people in a highly diverse and multicultural environment. 

Must have:
BS/MS/PhD in Computer Science, Statistics, Mathematics, Physics or related technical fields
Experience (preferably 4+ years) with data science topics (such as machine learning, statistical learning, target tracking and localization, probabilistic graphical models, neural networks, etc.). PhD holders may treat their PhD study, if relevant, as part of their professional experience
Experience (preferably 2+ years) with programming, data structures and algorithms. Proficient in at least one scripting language suitable for data processing, such as Python, R or MATLAB
Advantageous:
Substantial experience in applying machine learning and statistics to large amounts of data in either academia or industry. A PhD in the topic is a plus
Experience working with distributed computation tools (e.g. Hadoop, Storm, Spark, Hive) and/or streaming data
Knowledge of statistics including those in multivariate statistics, spatial-temporal statistics and time series analysis.
Experience with Bayesian estimation techniques such as particle filters, Viterbi algorithm and Markov Chain Monte Carlo (MCMC) methods
Experience with Python, Scala and/or functional programming
Experience with location data analytics
Experience with processing cellular, Wi-fi, or URL data
Your new team 

We are a diverse team of data scientists, software engineers and business people from over 20 different countries with offices in Zürich, Singapore and New York. We are smart, hungry and fast moving; operating in small teams, with freedom for independent work and fast decision making. 

Teralytics is an equal opportunity employer and we value diversity. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Jobs  >  Data Scientist  >  Singapore
",6000,Teralytics
Data Scientist,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities we're just getting started.Are you passionate about data? Do you like working with big data? Do you want to use data to help drive the direction of products that impact the lives of over 800 million people every day? If yes, we want to talk to you! Data and associated analytics play a huge role in the success of Facebook. We have diverse business needs and very large-scale data. This makes it a wonderful and exciting challenge to provide scalable, actionable, reliable and timely data for our company. 
In this role, youll see a direct link between your work, company growth, and user satisfaction. Youll work with some of the brightest minds in the industry, work with one of the richest data sets in the world, use cutting edge technology, and get an opportunity to solve some of the most challenging business and engineering problems, at a scale that few companies can match. You will do so by partnering with (internal) stakeholders/teams and building scalable solutions that provide business critical insights and metrics, while ensuring the best uptime and responsiveness. 
This is a full time position based in our office in Singapore. 

Responsibilities: 
Manage data warehouse plans for a business vertical or a group of business verticals
Partner with internal stakeholders to understand business requirements, work with cross-functional data and products teams and build efficient and scalable data solutions
Build data expertise and own data quality for allocated areas of ownership
Design, build, optimize, launch and support new and existing data models and ETL processes in production
Conduct design and code reviews
Define and manage SLA for all data sets in allocated areas of ownership
Work with data infrastructure to triage infra issues and drive to resolution
Manage the delivery of high impact dashboards and data visualizations
Mininum Qualifications: 
BS/B.Tech./M.Tech in Computer Science, Math or related field
2+ years hands-on experience in the data warehouse space, custom ETL design, implementation and maintenance
2+ years hands-on experience in SQL or similar languages and development experience in at least one scripting language (Python preferred)
Strong data architecture, data modeling, schema design and effective project management skills
Excellent communication skills and proven experience in leading data driven projects from definition through interpretation and execution
Experience with large data sets, Hadoop, and data visualization tools
Ability to initiate and drive projects, and communicate data warehouse plans to internal clients/stakeholders
Preferred Qualifications:
Jobs  >  Data Scientist  >  Singapore
Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities we're just getting started.Are you passionate about data? Do you like working with big data? Do you want to use data to help drive the direction of products that impact the lives of over 800 million people every day? If yes, we want to talk to you! Data and associated analytics play a huge role in the success of Facebook. We have diverse business needs and very large-scale data. This makes it a wonderful and exciting challenge to provide scalable, actionable, reliable and timely data for our company. 
In this role, youll see a direct link between your work, company growth, and user satisfaction. Youll work with some of the brightest minds in the industry, work with one of the richest data sets in the world, use cutting edge technology, and get an opportunity to solve some of the most challenging business and engineering problems, at a scale that few companies can match. You will do so by partnering with (internal) stakeholders/teams and building scalable solutions that provide business critical insights and metrics, while ensuring the best uptime and responsiveness. 
This is a full time position based in our office in Singapore. 

Responsibilities: 
Manage data warehouse plans for a business vertical or a group of business verticals
Partner with internal stakeholders to understand business requirements, work with cross-functional data and products teams and build efficient and scalable data solutions
Build data expertise and own data quality for allocated areas of ownership
Design, build, optimize, launch and support new and existing data models and ETL processes in production
Conduct design and code reviews
Define and manage SLA for all data sets in allocated areas of ownership
Work with data infrastructure to triage infra issues and drive to resolution
Manage the delivery of high impact dashboards and data visualizations
Mininum Qualifications: 
BS/B.Tech./M.Tech in Computer Science, Math or related field
2+ years hands-on experience in the data warehouse space, custom ETL design, implementation and maintenance
2+ years hands-on experience in SQL or similar languages and development experience in at least one scripting language (Python preferred)
Strong data architecture, data modeling, schema design and effective project management skills
Excellent communication skills and proven experience in leading data driven projects from definition through interpretation and execution
Experience with large data sets, Hadoop, and data visualization tools
Ability to initiate and drive projects, and communicate data warehouse plans to internal clients/stakeholders
Preferred Qualifications:
Jobs  >  Data Scientist  >  Singapore
",7200,Facebook
Data Analyst,"Data Analyst

HP is the worlds leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.

We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.

At HP, the future is yours to create!

If you are our Data Analyst in Singapore, you will have a chance to

Improve the efficiency of the operations by generate business intelligence (BI) reports using various platforms to visualize data insights
Build data models and algorithms to predict process quality
Build, communicate and maintain strong working relationship with local and Israel teams
Are you a high-performer? We are looking for an individual with:

Bachelor's degree
At least 2 years as Data Analyst or similar function
Knowledgeable in SQL, and experienced design and build BI reports using Qlikview, Tableau or Power BI
Good grasp of data analytics tools such as R, Python, or any scripting language
Good analytical skill; good sense on numbers
Excellent interpersonal and communication skills
Ability to work independently and under tight deadlines
Ability to work independently; proactive
Good project management and multitasking skill
Willingness to learn
HP is a Human Capital Partner we commit to human capital development and adopting progressive workplace practices in Singapore.

Jobs  >  Data Analyst  >  Singapore
",5000,HP Inc
Data Analyst,"Company Description

Ubisoft is committed to enriching players lives with original & memorable entertainment experiences. We build worlds that are a playground for the imagination, offering moments of surprise, fun and adventure as well as opportunities for learning and self-discovery. 

At Ubisoft, youll grow and collaborate with highly talented teams from around the world. Our massively friendly work environment will inspire you to go above and beyond to create experiences and brands people will fall in love with. 

Company Profile 

Ubisoft Singapore opened its doors in July 2008 and has since become the largest AAA lead studio in Asia. We are proud of our expertise in naval technology and very excited to bring a brand new online, naval, open world IP to you the pirate game Skull and Bones! 

Our other notable achievements include working on every Assassins Creed game since Assassins Creed II, and being the innovators of naval gameplay in Assassins Creed III, Assassins Creed IV: Black Flag, Assassins Creed Rogue and Assassins Creed Origins. And did you know - Ubisoft Singapore works closely with Ubisoft Chengdu and Ubisoft Philippines as an Armada of three studios! We cant wait to bring exhilarating and unforgettable gameplay experiences to you. 

Find out more about us on our website: singapore.ubisoft.com

Job Description

Responsibilities of the role:
Design and implementation of data tracking in the game
Development of reports and insights to support designers decisions
Usage of machine learning algorithms to predict player behavior, enhance the player experience and improve business KPIs
Collaborate with the player knowledge team in understanding player behavior and motivations
Build effective working relationships with game designers and producers
Build a strong understanding of Ubisoft data ecosystems
Become one of the ambassadors of the studio data culture program
Measures of success 

In three months:
You will be familiar with the services, tools, and processes used to collect in-game data
You will have a very good understanding of business metrics for AAA games
You have proven a very good understanding of predictive analytics and used your programming skills to build and train basic machine learning models
You have contributed to educational programs for the studio by presenting and writing articles on the use of data
In six months:
You have built a solid relationship with key stakeholders and working closely with designers implementing data tracking in the game
You have contributed positively in the improvement of several game features through the use of data
You have develop and implemented several prediction models to improve the player experience
You have contributing to the reporting platform of the game with insights and new modules
In 12 months:
You have contributed significantly to new business development initiatives
You have shown a consistent commitment to improving products, processes and services
You have gain a deep understanding on how to use machine learning algorithms to improve retention and enhance player experience
You have acquired all the necessary skills to support live game operations
Qualifications

What you will need:
You should have at least 3 years of experience in marketing analytics, business analytics or data science related projects
A bachelors degree from a leading University in a technical area: Computer Science, Mathematics, Engineering, Business Analytics, Economics
You should be a highly motivated self-starter with a proven track record of project delivery, team leadership, and business growth
You have a passion for detail, data technologies and statistics in general
It would be a distinct advantage to have hands-on experience in the analysis of a broad variety of digital data (web, social, game data, for example)
You should be culturally flexible and enjoy working with teams from across different countries, and comfortable with traveling if required
Strong communication skills are a must
Technical Requirements (must have):
A very good understanding of Data Warehouse and Hadoop ecosystems
Highly proficient in writing complex SQL queries
Strong skills in Python or R for analytical purposes
Experience in Machine Learning or Statistical Modelling is highly valued
Other skills which will be helpful but not required include:
Software engineering skills in other programming languages
Experience with web technologies (Html, JavaScript, RESTful APIs)
Skills with visualization and reporting tools (Tableau, D3.js)
Additional Information

To all recruitment agencies: Ubisoft does not accept agency resumes. Please do not forward resumes to our jobs alias, Ubisoft employees or any other company location. Ubisoft is not responsible for any fees related to unsolicited resumes",4600,Ubisoft
Data Analyst,"This role is a key position in AP COE 
FP&A Systems team that will focuses on driving Finance Planning & 
Reporting Excellence through partnering with Commercial Analysts and Business 
Leaders. This is a Functional IT role that bridges between IT and finance end 
users as the point person, system advocate, and subject matter expert (SME) for 
FP&A applications. 

You are expected to articulate effectively to translate business requirements 
and provide day-to-day reporting, planning and operational support. You will 
also have the opportunity to participate actively in FP&A strategic 
projects around Dashboarding, Robotics Process Automation and Analytics.
Role & Responsibilities:
Understanding of financial planning, 
budgeting, and reporting processes and its correlation to various 
reporting systems.
Assist in the redesign, analysis, development, 
implementation and support of planning processes and systems for business 
units supported by the COE analysts
Development of data collection, data mining 
and management processes
Monitoring and maintenance of Data Integrity
Designing of queries through SQL/VBA, 
compiling of data, and generation of reports
Identify current reporting gaps and articulate 
scalable solutions to bridge those gaps.
Translate business requirements into detailed 
specifications for technology staff.
Analyse issues within supported business 
processes and systems, and recommending solutions on the issues
Partner with TM1 Tech team in preparing test 
plans, test scripts for the processes and systems that are supported.
Qualifications
Bachelor of Finance, Accounting or Computer Science, with 3-5 years of 
experience, or Diploma in similar disciplines, with 8-10 years of experience
Strong understanding of finance/accounting and management reporting
Excellent problem-solving skills, troubleshooting, and root cause 
analysis
Advanced MS Excel skills, proficient in SQL and VBA
Good understanding of Data Warehouse reporting and query design
Proficiency in BI/OLAP Tools such as Hyperion and TM1 will be highly 
advantageous
Basic knowledge on SAP ERP or Oracle ERP will be a plus
Primary Location 
Singapore-Singapore-Singapore 
Organization 
Johnson & Johnson Pte. Ltd. (8435) 
Job Function 
Business Solutions 
Requisition ID 
1805658158W 
Jobs  >  Data Analyst  >  Singapore
",2850,Johnson and Johnson
Data Analyst,"About Cubist 
Cubist Systematic Strategies is one of the world’s premier investment firms. The firm deploys systematic, computer-driven trading strategies across multiple liquid asset classes, including equities, futures and foreign exchange. The core of our effort is rigorous research into a wide range of market anomalies, fueled by our unparalleled access to a wide range of publicly available data sources. 
Job Description 
We are passionate about data. We collaborate to build elegant, effective, scalable and highly reliable solutions to empower predictive modelling in finance. 
Cubist’s Data Services group is looking for a Data Analyst to join our dedicated team. Our group is responsible for the timely delivery of comprehensive and error-free data to some of the most demanding and successful systematic Portfolio Managers in the world. 
This exceptional individual will be a member of a small team of Data Scientists/Analysts who play a vital role in ensuring the smooth day-to-day implementation of a large research infrastructure, and the live production trading of billions of dollars of capital across global capital markets, including equities, futures, options and other financial instruments. 
Job Responsibilities
Identifying potential data sources
Coordinating with compliance team and legal team on new vendor trial/subscription process
Assisting with collecting and maintaining vendor overviews and content offerings
Assisting with data questions and requests from investment teams
Setting up feed downloads and monitor check-in database
Monitoring the automated data collection and cleansing infrastructure
Assisting with scheduling meetings and conference calls between data users and experts
Assisting Data team with interoffice travel arrangements, expenses, etc.
Assisting in organizing presentations
Managing data trial repository permissions
Downloading trial datasets from vendor FTP sites or other delivery mechanism
Assisting Data Team with manual data processing as required
Maintaining Cubist Data Wiki contents
Desirable Candidates
Bachelor degree required
Basic understanding of SQL.
Programming skills in Python and at least one of C#, C++, or Java are a plus
Proficient knowledge of Microsoft Outlook, Excel, and Word
Financial industry experience is preferred but not required
Strong organization, communication and interpersonal skills
Attention to detail and a love of process
Strong oral and written communication skills
Ability to exercise sound judgment in assessing and determining how to handle queries, calls and issues
Ability to multitask and prioritize assignments
Jobs  >  Data Analyst  >  Singapore
",3000,Point72
Data Analyst,"Dubbed “The Most Innovative Streaming Video Service” by Forbes, Rakuten Viki is the world’s leading platform for Asian entertainment and lifestyle, where tens of millions of people watch their favorite TV shows, movies, and influencer videos and engage with the content. With more than a billion words translated into 200+ languages by a community of avid fans, Viki brings global entertainment to fans everywhere. 

Soompi, also part of Rakuten Viki, is one of the biggest global K-pop news sites and the longest-running fandom community. From innovative engagement features to original content and social shopping, Rakuten Viki and Soompi are pushing the boundaries of user engagement and social viewing. 

At Rakuten Viki, our engineering teams utilize leading-edge technologies to build a world class product. You will join a diverse and talented team with great ambitions to change the digital entertainment landscape. We are looking for top talent across APAC to join our Growth Analytics team as a Data Analyst. If you are inspired to take up new challenges then come be a part of our Rakuten Viki team in Singapore. 

Viki is seeking a smart and hard-working Data Analyst for our Data Team. At Viki, we handle terabytes of data to help us understand our users and learn about content trends. Our data team is first and foremost responsible for collecting, processing and organizing these large amounts of data using advanced and scalable techniques. They then analyze these complex datasets to generate deeper insights and help various teams at Viki effectively utilize it for crucial decision making. 

Responsibilities:
Create useful reports and dashboards to help generate insights for Product and Growth teams by analyzing A/B tests and data from experiments
Work with engineers to ensure that data collection has been correctly implemented
Conduct inferential analysis and predictive analysis to model user behavior and relevant metrics
Analyze content consumption data to help content and marketing teams identify which shows perform well on Viki
Deep dive into big data and provide business intelligence and analytics support to key company-wide business initiatives
Qualifications:
BS in Computer Science, Mathematics or a related discipline with 2-4 years of relevant work experience
Outstanding quantitative and analytical skills
Highly proficient in writing complex SQL queries
Deep understanding of the usage and interpretation of statistical methods
Interest in large scale data mining, gathering insights and reporting
Prior experience with Ruby, R or Python preferred
Experience with Hadoop or MapReduce is a plus
Prior experience working in a high-growth tech company is also a plus
We’re small but diverse, with more than 25 nationalities and 40 languages represented among our 100+ employees. Come break down barriers that stand between great entertainment and its fans everywhere and help us make a difference as we grow. 

Any unsolicited resumes/candidate profiles submitted through our website or to personal email accounts of employees of Viki are considered property of Viki and are not subject to payment of agency fees.

Jobs  >  Data Analyst  >  Singapore
",4000,Rakuten
Data Analyst,"You're the type of person who has a passion for taking raw numbers and turning them into actionable insights. Your friends all know you as someone with a true interest in technology, who likes nothing more than spotting a creative way to improve a process. You have a natural eye for detail, and an interest in the financial markets. You are independent and determined, but thrive as part of a team. You enjoy dealing with people, and you're that person who knows what customer service really means. 

Our team 

Bloomberg runs on data, and our Global Data department is responsible for acquiring it and supplying it to our clients. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the data which ultimately moves the financial universe. They apply problem-solving skills to identify innovative workflow efficiencies, and they implement technology solutions to improve our systems, products and processes- and all this while providing platinum customer support to our customers. 

We are looking for candidates that are available to start between now and August 2018 

We'll trust you to:
Acquire, update, maintain and process financial data using various internal systems and proprietary company software
Come up with innovative ways to enhance our systems and to make our data-related processes more efficient, accurate and timely
Participate in time-sensitive projects, and collaborate with your global colleagues to deliver new initiatives
Partner closely with internal departments such as Sales, Analytics, News and Engineering
Provide a platinum level of service to Bloomberg customers
What's in it for you?
Comprehensive training giving you a thorough overview of financial concepts, various data sets, and of course our state-of-the-art Bloomberg terminal
Gain in-depth, hands-on experience of one particular market sector (For example: Company Financials)
Opportunity to gain exposure to and interact with key market players in business and finance
Make a true business impact on our products and clients our data moves markets!
Real potential for exciting and varied career progression
You'll need to have:
Bachelor's degree or equivalent work experience
Excellent numerical and communication skills
Business fluency in English
A positive attitude with good inter-personal skills
The ability to multi-task, prioritise and work to tight deadlines
Meticulous attention to detail, with an aptitude for working quickly and accurately
Strong project management, problem solving and analytical skills
Proficiency in Microsoft Excel, with some advanced technical knowledge and experience (VBA, SQL, Python, MATLAB, R)
Available to start as soon as possible (before November 2018)
We'd love you to have:
Interest in, and knowledge or experience of financial statements and the financial markets
Prior experience of data research or process engineering
Fluency in one or more Asian languages
If this sounds like you: 

Apply! If we think you're a good match we'll get in touch to let you know the next steps. 

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. 

Apply Now 

2018 Market Data AnalystSingapore 

Posted Mar 5, 2018 - Requisition No. 65657 

Apply Now 

You're the type of person who has a passion for taking raw numbers and turning them into actionable insights. Your friends all know you as someone with a true interest in technology, who likes nothing more than spotting a creative way to improve a process. You have a natural eye for detail, and an interest in the financial markets. You are independent and determined, but thrive as part of a team. You enjoy dealing with people, and you're that person who knows what customer service really means. 

Our team 

Bloomberg runs on data, and our Global Data department is responsible for acquiring it and supplying it to our clients. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the data which ultimately moves the financial universe. They apply problem-solving skills to identify innovative workflow efficiencies, and they implement technology solutions to improve our systems, products and processes- and all this while providing platinum customer support to our customers. 

We are looking for candidates that are available to start between now and August 2018 

We'll trust you to:
Acquire, update, maintain and process financial data using various internal systems and proprietary company software
Come up with innovative ways to enhance our systems and to make our data-related processes more efficient, accurate and timely
Participate in time-sensitive projects, and collaborate with your global colleagues to deliver new initiatives
Partner closely with internal departments such as Sales, Analytics, News and Engineering
Provide a platinum level of service to Bloomberg customers
What's in it for you?
Comprehensive training giving you a thorough overview of financial concepts, various data sets, and of course our state-of-the-art Bloomberg terminal
Gain in-depth, hands-on experience of one particular market sector (For example: Company Financials)
Opportunity to gain exposure to and interact with key market players in business and finance
Make a true business impact on our products and clients our data moves markets!
Real potential for exciting and varied career progression
You'll need to have:
Bachelor's degree or equivalent work experience
Excellent numerical and communication skills
Business fluency in English
A positive attitude with good inter-personal skills
The ability to multi-task, prioritise and work to tight deadlines
Meticulous attention to detail, with an aptitude for working quickly and accurately
Strong project management, problem solving and analytical skills
Proficiency in Microsoft Excel, with some advanced technical knowledge and experience (VBA, SQL, Python, MATLAB, R)
Available to start as soon as possible (before November 2018)
We'd love you to have:
Interest in, and knowledge or experience of financial statements and the financial markets
Prior experience of data research or process engineering
Fluency in one or more Asian languages
If this sounds like you: 

Apply! If we think you're a good match we'll get in touch to let you know the next steps. 

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Jobs  >  Data Analyst  >  Singapore
",3000,Bloomberg
