company,job_description,job_title,salary
Marina Bay Sands Pte Ltd,JOB SCOPE  Partner with other Hotel Analysts and the Operational Analysis team to provide information and insights to make timely decisions  benchmark  and improve service  efficiency effectiveness  and the work environment. Work directly with senior operational leaders to develop relevant key metrics  scorecards and process and so as to drive initiatives that increase and optimize business performance across the various units in Hotel  Food and Beverage  and related operations Serve as mentor and coach to junior resources Apply analytical skills to explore complex datasets to aid in knowledge discovery and predictive modeling activities Required to work on projects dealing with financial and business assessments of potential strategic initiatives  process improvements  and other ad hoc projects. Establish close partnership with all stakeholders  to intimately understand their operations and needs through close observation  and assess how to develop relevant reports/analysis. Partner with stakeholders to increase their performance as it relates to strengthening brand  improving financial performance  driving staff engagement  and providing outstanding service. Develop and maintain automated BI dashboards and demand forecasting models for different business units. Maintain knowledge of emerging trends related to analytics  statistical computing/machine learning  business intelligence and data visualization.  JOB REQUIREMENTS  Bachelors or Masters degree in Analytics or Engineering with depth of knowledge in data-intensive roles Experience in senior analyst / manager position or the equivalent. Proven experience in business planning  analytics  or supply chain management and across multiple lines of business and locations. Preferably possess relevant certification or experience in process improvement  Lean or Six Sigma. Preferably comfortable with Statistics and Probability models  working experience in big data analysis. Strong written and verbal communication and interpersonal skills. Strong working knowledge with MS Excel  Excel VBA and PowerPoint  experience in any programming language  simulation software  and data analytics software is highly desired. Proficiency in R or Python  able to develop end-to-end dashboards from backend database setup using SQL to frontend UI rending using Spotfire/Tableau. Experience with analytical frameworks and languages such as SPARK  Tensorflow and Keras. Familiar with mainstream statistical modelling and machine learning concepts and techniques  experience in deploying forecasting models in production preferred. Able to work in a fast-paced environment. Must be able to manage multiple priorities in an efficient/timely manner.Partner with other Hotel Analysts and the Operational Analysis team to provide information and insights to make timely decisions  benchmark  and improve service  efficiency effectiveness  and the work environment.Work directly with senior operational leaders to develop relevant key metrics  scorecards and process and so as to drive initiatives that increase and optimize business performance across the various units in Hotel  Food and Beverage  and related operations.Serve as mentor and coach to junior resources.Apply analytical skills to explore complex datasets to aid in knowledge discovery and predictive modeling activities.Required to work on projects dealing with financial and business assessments of potential strategic initiatives  process improvements  and other ad hoc projects.Establish close partnership with all stakeholders  to intimately understand their operations and needs through close observation  and assess how to develop relevant reports/analysis.Partner with stakeholders to increase their performance as it relates to strengthening brand  improving financial performance  driving staff engagement  and providing outstanding service.Develop and maintain automated BI dashboards and demand forecasting models for different business units.Maintain knowledge of emerging trends related to analytics  statistical computing/machine learning  business intelligence and data visualization.Bachelors or Masters degree in Analytics or Engineering with depth of knowledge in data-intensive roles.Experience in senior analyst / manager position or the equivalent.Proven experience in business planning  analytics  or supply chain management and across multiple lines of business and locations.Preferably possess relevant certification or experience in process improvement  Lean or Six Sigma.Preferably comfortable with Statistics and Probability models  working experience in big data analysis.Strong written and verbal communication and interpersonal skills.Strong working knowledge with MS Excel  Excel VBA and PowerPoint  experience in any programming language  simulation software  and data analytics software is highly desired.Proficiency in R or Python  able to develop end-to-end dashboards from backend database setup using SQL to frontend UI rending using Spotfire/Tableau.Experience with analytical frameworks and languages such as SPARK  Tensorflow and Keras.Familiar with mainstream statistical modelling and machine learning concepts and techniques  experience in deploying forecasting models in production preferred.Able to work in a fast-paced environment.Must be able to manage multiple priorities in an efficient/timely manner.,"Manager, Hotel Analytics",
3top Consulting Pte Ltd,Responsibilities:  .We are a strong start-up based in Singapore  working on computer vision and machine learning applied to videos. We have developed our own computer vision/ machine learning algorithm and systems platform to detect anomalies in videos and we have already analysed at least a few hundred thousand hours of surveillance video in real time and are quickly expanding worldwide. .The company consists of people with varying backgrounds and nationalities worldwide including PhDs with deep technical expertise. Technical competence and strong practical implementation skills related to software development is highly regarded  along with the ability to work in a team. .The engineer will be responsible for working on the intersection of computer vision and machine learning  in order to bring our products to the next level with new features and capabilities. It involves adapting and trying out the state of the art. We expect a baseline level of implementation capability as we believe that it is fundamental to iterating quickly on research ideas and also have a realistic appreciation of the state of the art methods in real life deployment scenarios. .General Requirements:  . Any Bachelors with coursework in programming and mathematical subjects. Masters/PhD are preferred. . A solid programming and implementation baseline in C++ is essential. . Additional experience in Python / .NET is desirable. . Good fundamentals in algorithms and data structures. . Some mathematical background (e.g. linear algebra  probability  optimization). . Good problem solving skills  with a rigorous approach to engineering. . Intuition and experience in deep learning. ..Interested candidates please send in an updated Word CV with a recent photograph attached to .[Click Here to Email Your Resume].EA License: 10C3108.EA Registration No: R1106538.,"R&D Software Engineer - C++, Computer Vision, Machine Learning, Deep Learning",3500 - 7000
Tokyo Electron Singapore,"Responsibilities..To integrate TELs tool and customers quality data to provide statistical or machine learning analysis to improve TELs equipment overall efficiency...To partner with customers Data science group and TELs process engineers to define problem statements  acquire and analyse data   create visualization to “explain the data"" and to identify sensors of interest that correlate to customer quality data (yield  defect  CD  etch rate etc.).Understand the data infrastructures requirements  define the best data storage solution and support TELs development team to design data analytics applications..These applications will extract data ( and images) from relational databases and big data storages  processing and analysing data  calculating summaries and indicators  detecting patterns and finding the root cause  performing commonality analysis and data mining....Requirements...BS or MS in Computer Science/Data Science/Statistics ora related field with at least 3 years of experience.Candidates with prior semiconductor manufacturing data analysis experience preferred.The candidate must have a strong knowledge in one or more of the following areas: Big Data Technologies  relational databases  machine learning algorithms  data mining  yield analysis  statistical analysis  and image processing..Expertise in Web development  Hadoop  HBase  Java  Python  R and SQL is/are preferred.This position requires strong written and oral communication  analytical problem solving  leadership and teamwork skills.To partner with customers Data science group and TELs process engineers to define problem statements  acquire and analyse data   create visualization to “explain the data"" and to identify sensors of interest that correlate to customer quality data (yield  defect  CD  etch rate etc.).Understand the data infrastructures requirements  define the best data storage solution and support TELs development team to design data analytics applications.These applications will extract data ( and images) from relational databases and big data storages  processing and analysing data  calculating summaries and indicators  detecting patterns and finding the root cause  performing commonality analysis and data mining.BS or MS in Computer Science/Data Science/Statistics ora related field with at least 3 years of experience.Candidates with prior semiconductor manufacturing data analysis experience preferred.The candidate must have a strong knowledge in one or more of the following areas: Big Data Technologies  relational databases  machine learning algorithms  data mining  yield analysis  statistical analysis  and image processing.Expertise in Web development  Hadoop  HBase  Java  Python  R and SQL is/are preferred.This position requires strong written and oral communication  analytical problem solving  leadership and teamwork skills.",Semiconductor Manufacturing Equipment Data Scientist,4000 - 7000
Panasonic Asia Pacific Pte Ltd,Research novel image processing and 3D algorithms..Develop new innovative ideas for real business use cases..Give good technical presentations at international conferences.Job Requirements.Good Bachelor/Master/PhD Degree in Electronics/Electrical/Computer Engineering  Computer Science or related discipline;.Good knowledge and rich experience with proven research & development results in image processing/3D technology and robotics (for example camera calibration  multi-view stereo  3D rendering  texture mapping  visual odometry  SLAM  SfM); and preferably with publications in top-tier journals or conferences; Experience in Deep Learning for image processing and 3D applications is a plus..Proficient in C/C++ programming skills; Experience in Robot Operating System (ROS) programming is a plus; .Excellent interpersonal  verbal and written communication skills;.Highly motivated  competitive  self-confident;.Enjoy traveling overseas.Research novel image processing and 3D algorithms.Develop new innovative ideas for real business use cases.Give good technical presentations at international conferences.Good Bachelor/Master/PhD Degree in Electronics/Electrical/Computer Engineering  Computer Science or related discipline;.Good knowledge and rich experience with proven research & development results in image processing/3D technology and robotics (for example camera calibration  multi-view stereo  3D rendering  texture mapping  visual odometry  SLAM  SfM); and preferably with publications in top-tier journals or conferences; Experience in Deep Learning for image processing and 3D applications is a plus.Proficient in C/C++ programming skills; Experience in Robot Operating System (ROS) programming is a plus;.Excellent interpersonal  verbal and written communication skills;.Highly motivated  competitive  self-confident;.Enjoy traveling overseas.,"Senior / R&D Engineer (Image Processing, 3D, Robotics, Deep Learning) at Panasonic R&D Center Singapore",
Panasonic Asia Pacific Pte Ltd,Research machine learning and computer vision algorithms  leveraging deep learning.Develop novel algorithms into prototypes / products.Publish papers / draft patents.Job Requirements.PhD or Master in Electronic/Computer Engineering or related discipline  with publications in machine learning/computer vision.Experience in detection/recognition/tracking of face/body/object.Experience in Deep Learning frameworks (Caffe  Theano  Torch  TensorFlow).Proficiency in software development (C/C++  Python) on embedded Linux environment.Knowledge and experience in parallel computing (CUDA/OpenCL on ARM-based platforms).Research machine learning and computer vision algorithms  leveraging deep learning.Develop novel algorithms into prototypes / products.Publish papers / draft patents.PhD or Master in Electronic/Computer Engineering or related discipline  with publications in machine learning/computer vision.Experience in detection/recognition/tracking of face/body/object.Experience in Deep Learning frameworks (Caffe  Theano  Torch  TensorFlow).Proficiency in software development (C/C++  Python) on embedded Linux environment.Knowledge and experience in parallel computing (CUDA/OpenCL on ARM-based platforms).,Senior / R&D Engineer (Machine Learning and Computer Vision) at Panasonic R&D Center Singapore,
HackerTrail,We seek a Data engineer to support our high frequency trading activities and quantitative research. At Grasshopper we recognise that effective research and trading strategies are built upon solid foundations in data collection  storage and serving. Grasshopper trades at a number of exchanges globally and we are looking for an experienced data engineer to help manage and develop our ever expanding data collection pipelines...As a Data Engineer  you are expected to build data pipelines that efficiently and reliably move data across systems and platforms as well as the expertise to design and build the next generation of data tools that enable other units to perform research on their data...Responsibilities...●  Implement and maintain data pipelines and the infrastructure required..●  Perform all needed data cleansing and transformation to improve quality of input for research..●  Work closely with traders and researchers to consume and analyze data faster and more efficiently..●  Deploy new data models that provide intuitive analytics across the firm..●  Manage the entire data processing system and advising any necessary infrastructure changes...Qualifications:...● Extensive development experience in one or more of Python  Java  C/C++..● Expert level in SQL..● Experience with data modelling and designing/supporting Data Warehouses..● Experience in data processing/ETL implementation..● Experience working with distributed systems..● Experience with messaging middleware such as Solace or Kafka..● Experience with (NoSQL) databases such as hadoop  cassandra.● A degree (BSc or MSc) in a related field  preferably in Computer Science or Computer Engineering..● Minimum 5 years of experience.,Senior Data Engineer,
Quinnox Solutions Pte Ltd,Job Description...Responsibilities include understanding the business requirements and develop SQL queries to extract data.Perform data transformation and data cleaning.Documentation of data dictionary.Build sales analysis reports in Excel or Tableau.Identify and suggest process improvement opportunities..Job Qualifications...Bachelor in Computing or Business Management or equivalent.Proficient in SQL.Familiar with Relational DBMS and Data Warehouse.Advanced knowledge in MS Excel and VBA.Experience in visualization tools such as Tableau  Microsoft BI will be an added advantage...To Apply:..Please send your latest CV to [Click Here to Email Your Resume].Kindly indicate your availability  current and expected remuneration package..We regret only shortlisted candidates would be notified....Quinnox Solutions Pte Ltd (License Number: 06C3126).Registered EA Personnel (Reg. No.:R1551322).Responsibilities include understanding the business requirements and develop SQL queries to extract data.Perform data transformation and data cleaning.Documentation of data dictionary.Build sales analysis reports in Excel or Tableau.Identify and suggest process improvement opportunities.Bachelor in Computing or Business Management or equivalent.Proficient in SQL.Familiar with Relational DBMS and Data Warehouse.Advanced knowledge in MS Excel and VBA.Experience in visualization tools such as Tableau  Microsoft BI will be an added advantage.,Senior Executive / Executive (Business Intelligence Unit),
SYSTEMS ON SILICON MANUFACTURING COMPANY (SSMC),Responsibilities: .Support and development of Business Intelligence (BI) project..Support business and IT strategies in analyze BI requirements. Design and develop new BI reports  and enhance existing BI reports. .Plan  coordinate and collaborate with Business Users and IT teams in supporting unit  integration and user testing. .Plan and organize production release. .Manage BI application security and administration activities. .Requirements:Bachelor degree or post graduate in Computer Science or Information Technology or equivalent. .At least 4 years of working experience in BI consultation and support environment. .Experience in Oracle PL/SQL development and SQL tuning..Support and development using .NET Framework  ASP.NET  C#.NET  VB.NET  Javascripts and HTML..Familiar with Linux scripting languages..Good understanding and working experience in DW architecture and data modeling. .Working exposure in semiconductor project would be an advantage. .A highly motivated  resourceful and good team player. .Knowledge in Promis would be an advantage. .Analytical skills with the ability to assimilate information quickly  and communicate complex requirements and issues clearly and concisely. .Able to work on projects with stringent timelines.Support and development of Business Intelligence (BI) project.Support business and IT strategies in analyze BI requirements. Design and develop new BI reports  and enhance existing BI reports.Plan  coordinate and collaborate with Business Users and IT teams in supporting unit  integration and user testing.Plan and organize production release.Manage BI application security and administration activities.Bachelor degree or post graduate in Computer Science or Information Technology or equivalent.At least 4 years of working experience in BI consultation and support environment.Experience in Oracle PL/SQL development and SQL tuning.Support and development using .NET Framework  ASP.NET  C#.NET  VB.NET  Javascripts and HTML.Familiar with Linux scripting languages.Good understanding and working experience in DW architecture and data modeling.Working exposure in semiconductor project would be an advantage.A highly motivated  resourceful and good team player.Knowledge in Promis would be an advantage.Analytical skills with the ability to assimilate information quickly  and communicate complex requirements and issues clearly and concisely.Able to work on projects with stringent timelines.,Senior Information Analyst/ Information Analyst (Business Intelligence-Oracle/.Net) - 1 Yr Contract,
Micron Semiconductor Asia,Req. ID: 120766.Description.As a Senior Manager  BECP Data Analytics at Micron Technology  you will be responsible to build a profound knowledge of Back End (BE) Business data and be a subject matter expert in Back End data driven metrics and methodology. You are required to collate Back End Data portfolio and articulate key operational metrics to executives. to drive decision making. You will work in close collaboration with respective analytics teams across existing stakeholders e.g. Manufacturing sites  Sthe BE Data landscape. In addition  you are required to advise executives by providing technical and strategic reports that identify and address business issues and opportunities. This includes bringing together expertise and identifying subject matter experts in support of multi-functional efforts to identify  interpret and produce recommendations based on BE operations reporting and data needs...You will manage a team of individuals to support Back End Data Analytics and metrics development which targets to accelerate decision making at executive level and for end users of metrics in key strategic areas of focus such Cycle Time  Cost  Quality  Scale and New Product Introduction (NPI)..Responsibilities.Build a profound knowledge of Back End (BE) business data ..Be a subject matter expert to coordinate organizational expertise in data mining and analytic methods by identifying opportunities.Ensure the use of statistical methods to evaluate suitable solutions.Coordinate business reporting needs and shape into comprehensible analytic and metric resources to support improved management visibility.Organize interactive design sessions with BE leaders and stakeholders across BE operations research  data science  information systems team to determine value and priority as well as feature refinement.Provide technical and strategic reports that identify and address business issues and opportunities...Collate Back End data portfolio and articulate to executives to drive decision making ..Work with the Micron Leadership Team to define and drive business goals using Data Analytics to give Micron a competitive advantage.Lead at a program level to collate Back End data portfolio aligned to strategic objectives of global Back End manufacturing.Collaborate with Manufacturing Central Team (MCT)to support global projects.Keep updated to data science solutions in the development and application of new systems and features.Initiates effort to discuss with key stakeholders to analyze effective application of metrics for measuring Back End business processes.Drive a consistent quality culture in Back End operations.Drive data driven culture and methodology.Drive consistent and realistic measurement across all Back End manufacturing sites.Lead consolidation effort to leverage on existing resources and analytics team to build reporting tools  information dashboards  data generators  and other end-user information portals or resources suitable to be a Best - Known- Method (BKM).Participate in planning and execution activities in several concurrent development and implementation efforts which aligned to strategic objectives at executive level...Brings expertise and identifies subject matter experts in support of multi-functional efforts to identify  interpret and produce recommendations based on BE operations reporting and data needs..Work with Back End Planning & Portfolio Management Office (PMO) to define strategic Data Analytics initiatives that will enable organization's capability to perform at benchmark levels for Output  Quality  Yield  Cycle Time  Cost  Scale and New Product Introduction (NPI).Partner with MCT and work with external vendor/supplier to explore new data sources and potential applications..Identifies subject matter experts and leverage on resources to collaboratively identify new metrics and opportunities in BE operations...Be a Subject Matter Expert in Back End Data Driven Metrics and Methodology..Prioritize work on developing business intelligence and analytics aligned to BE data strategy.Create reports with right views for users across different levels.Enable right analysis  information for users from BE Operations.Responsible for right set of data to drive right decision making.Drive  standardize and monitor BE operational metrics e.g. delivery.Collaborate closely with BE Operations integration and Operations research teams to develop analytics based on aligned BE data strategy.Identify gaps and disconnects in data solutions in a collective effort supporting the BE data portfolio...Manage Human Resources..Support and contribute to developing  modifying  and executing company policies.Manage organizational structure  staffing  and culture.Supervise other managers and staff through coaching and succession planning.Lead staff meetings  department meetings  and department communications.Allocate staffing and hire to fill gaps.Monitor the performance of employees and provide ongoing performance feedback  mentoring  and growth opportunities.Create performance plans and conduct performance evaluations.Enforce HR workplace policies  procedures  and guidelines.Set and support workplace priorities.Drive accountability through clear communication  informal feedback  effective project management  and appropriate usage of metrics.Energize the work force with continuous updates  monthly all hands meetings  and sharing status of actions  projects and task on hand via systematized dash boards.Create people profiling to enable correct development plans for high potential and skilled work force (external and professional training and certification)...Ensure a Safe  Compliant  and Ethical Work Environment...Comply with company safety  labor  and ethics policies .Oversee execution of mandatory training for direct reports.Encourage a culture of safety and recognize contributions made to supporting a safe work environment.Participate in process improvement activities.Identify errors before they get to the next step.Provide timely feedback when quality  safety  or ethical issues arise.Follow and support company-wide and department safety procedures to maintain a clean  safe  and accident-free work environment.Promote high integrity processes that will enable immediate sharing of problems  issues and solutions with management team...Working Location: 1 North Coast Drive  Singapore 757432.. We recruit  hire  train  promote  discipline and provide other conditions of employment without regard to a person's race  color  religion  sex  age  national origin  disability  sexual orientation  gender identity and expression  pregnancy  veterans status  or other classifications protected under law. This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices... Each manager  supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters... To request assistance with the application process  please contact Microns Human Resources Department at 1-800-336-8918 (or 208-368-4748)... Keywords: Singapore || North West (SG-03) || Singapore (SG) || Backend Manufacturing || Experienced || Regular || Engineering || #LI-MH2 ||. ..Job Segment: . Analytics  Database  Data Analyst  Engineer  Information Systems  Management  Technology  Data  Engineering.Be a subject matter expert to coordinate organizational expertise in data mining and analytic methods by identifying opportunities.Ensure the use of statistical methods to evaluate suitable solutions.Coordinate business reporting needs and shape into comprehensible analytic and metric resources to support improved management visibility.Organize interactive design sessions with BE leaders and stakeholders across BE operations research  data science  information systems team to determine value and priority as well as feature refinement.Provide technical and strategic reports that identify and address business issues and opportunities.Work with the Micron Leadership Team to define and drive business goals using Data Analytics to give Micron a competitive advantage.Lead at a program level to collate Back End data portfolio aligned to strategic objectives of global Back End manufacturing.Collaborate with Manufacturing Central Team (MCT)to support global projects.Keep updated to data science solutions in the development and application of new systems and features.Initiates effort to discuss with key stakeholders to analyze effective application of metrics for measuring Back End business processes.Drive a consistent quality culture in Back End operations.Drive data driven culture and methodology.Drive consistent and realistic measurement across all Back End manufacturing sites.Lead consolidation effort to leverage on existing resources and analytics team to build reporting tools  information dashboards  data generators  and other end-user information portals or resources suitable to be a Best - Known- Method (BKM).Participate in planning and execution activities in several concurrent development and implementation efforts which aligned to strategic objectives at executive level.Work with Back End Planning & Portfolio Management Office (PMO) to define strategic Data Analytics initiatives that will enable organization's capability to perform at benchmark levels for Output  Quality  Yield  Cycle Time  Cost  Scale and New Product Introduction (NPI).Partner with MCT and work with external vendor/supplier to explore new data sources and potential applications.Identifies subject matter experts and leverage on resources to collaboratively identify new metrics and opportunities in BE operations.Prioritize work on developing business intelligence and analytics aligned to BE data strategy.Create reports with right views for users across different levels.Enable right analysis  information for users from BE Operations.Responsible for right set of data to drive right decision making.Drive  standardize and monitor BE operational metrics e.g. delivery.Collaborate closely with BE Operations integration and Operations research teams to develop analytics based on aligned BE data strategy.Identify gaps and disconnects in data solutions in a collective effort supporting the BE data portfolio.Support and contribute to developing  modifying  and executing company policies.Manage organizational structure  staffing  and culture.Supervise other managers and staff through coaching and succession planning.Lead staff meetings  department meetings  and department communications.Allocate staffing and hire to fill gaps.Monitor the performance of employees and provide ongoing performance feedback  mentoring  and growth opportunities.Create performance plans and conduct performance evaluations.Enforce HR workplace policies  procedures  and guidelines.Set and support workplace priorities.Drive accountability through clear communication  informal feedback  effective project management  and appropriate usage of metrics.Energize the work force with continuous updates  monthly all hands meetings  and sharing status of actions  projects and task on hand via systematized dash boards.Create people profiling to enable correct development plans for high potential and skilled work force (external and professional training and certification).Comply with company safety  labor  and ethics policies.Oversee execution of mandatory training for direct reports.Encourage a culture of safety and recognize contributions made to supporting a safe work environment.Participate in process improvement activities.Identify errors before they get to the next step.Provide timely feedback when quality  safety  or ethical issues arise.Follow and support company-wide and department safety procedures to maintain a clean  safe  and accident-free work environment.Promote high integrity processes that will enable immediate sharing of problems  issues and solutions with management team.,"Senior Manager, BECP Data Analytics",
OakTree Consulting,Responsibilities: .□ Gather and analyze business/technical requirements.□ Perform quality coding/development.□ Testing.□ Implementation/Deployment.□ System Documentation.□ Software support.......Requirements: .□ Minimum 1-2 Years experience in software development.□ Diploma or higher in Computer Science or Software Engineering.□ Applications Development/Support experience. Able to work in iterative Sprints.□ Programming Languages : C++  Go  Node.js  Javascript  Solidity  Python.□ IDE : Visual Studio Code  ReactJS Framework..Advantageous if you have;.□ Good understanding and knowledge of Blockchain concepts.□ Preferred skills: Transactional Platform  Blockchain  Hyperledger  Ethereum  PKI  MySQL  MariaDB  MongoDB  MS-SQL.□ Experience with Node.js and ReactJS Framework is highly desirable..□ Knowledge of massively scalable systems  middleware etc would be a big plus.□ Working knowledge of Linux  Ubuntu  Docker  Windows and using a Vagrant or other cloud environment.□ Comfortable with using Github or other repository platform.□ Good communications and Inter-personal skills.□ Excellent analytical  Problem-solving and Decision making skills.□ Ability to work well within a software development team and meet project timelines.....Please submit resumes to [Click Here to Email Your Resume] with the following details in MS Word format:...- Position applying for.- Current remuneration.- Expected remuneration.- Notice period...John Goh Meng Chye.EA License No : 06C4642.EA Reg No : R1102621...We regret that only shortlisted candidates will be notified.,"Senior Software Engineers(C++, Go, Node.js, Javascript, Solidity, Python)",5000 - 7000
OakTree Consulting,Responsibilities: .□ Gather and analyze business/technical requirements.□ Perform quality coding/development.□ Testing.□ Implementation/Deployment.□ System Documentation.□ Software support.......Requirements: .□ Minimum 1-2 Years experience in software development.□ Diploma or higher in Computer Science or Software Engineering.□ Applications Development/Support experience. Able to work in iterative Sprints.□ Programming Languages : C++  Go  Node.js  Javascript  Solidity  Python.□ IDE : Visual Studio Code  ReactJS Framework..Advantageous if you have;.□ Good understanding and knowledge of Blockchain concepts.□ Preferred skills: Transactional Platform  Blockchain  Hyperledger  Ethereum  PKI  MySQL  MariaDB  MongoDB  MS-SQL.□ Experience with Node.js and ReactJS Framework is highly desirable..□ Knowledge of massively scalable systems  middleware etc would be a big plus.□ Working knowledge of Linux  Ubuntu  Docker  Windows and using a Vagrant or other cloud environment.□ Comfortable with using Github or other repository platform.□ Good communications and Inter-personal skills.□ Excellent analytical  Problem-solving and Decision making skills.□ Ability to work well within a software development team and meet project timelines.....Please submit resumes to [Click Here to Email Your Resume] with the following details in MS Word format:...- Position applying for.- Current remuneration.- Expected remuneration.- Notice period...John Goh Meng Chye.EA License No : 06C4642.EA Reg No : R1102621...We regret that only shortlisted candidates will be notified.,"Senior Software Engineers(C++, Go, Node.js, Javascript, Solidity, Python)",4000 - 7000
OakTree Consulting,Responsibilities: .□ Gather and analyze business/technical requirements.□ Perform quality coding/development.□ Testing.□ Implementation/Deployment.□ System Documentation.□ Software support.....Requirements: .□ Minimum 1-2 Years experience in software development.□ Diploma or higher in Computer Science or Software Engineering.□ Applications Development/Support experience. Able to work in iterative Sprints.□ Programming Languages : C++  Go  Node.js  Javascript  Solidity  Python.□ IDE : Visual Studio Code  ReactJS Framework..Advantageous if you have;.□ Good understanding and knowledge of Blockchain concepts.□ Preferred skills: Transactional Platform  Blockchain  Hyperledger  Ethereum  PKI  MySQL  MariaDB  MongoDB  MS-SQL.□ Experience with Node.js and ReactJS Framework is highly desirable..□ Knowledge of massively scalable systems  middleware etc would be a big plus.□ Working knowledge of Linux  Ubuntu  Docker  Windows and using a Vagrant or other cloud environment.□ Comfortable with using Github or other repository platform.□ Good communications and Inter-personal skills.□ Excellent analytical  Problem-solving and Decision making skills.□ Ability to work well within a software development team and meet project timelines.....Please submit resumes to [Click Here to Email Your Resume] with the following details in MS Word format:...- Position applying for.- Current remuneration.- Expected remuneration.- Notice period...John Goh Meng Chye.EA License No : 06C4642.EA Reg No : R1102621...We regret that only shortlisted candidates will be notified.,"Senior Software Engineers(C++, Go, Node.js, Javascript, Solidity, Python)",5000 - 7000
United Overseas Bank Ltd (UOB),Functional area: Data Management OfficeEmployment type: Full-timeJob Type: Permanent TheData Management Office (DMO)is a business function that covers Enterprise Data Governance  Data Management  Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter  faster and more accurate decisions and to improve operational efficiency.  TheEnterprise Data Strategy (EDS)within the DMO Own the E2E Data Strategy for the group. EDS drives the delivery of Strategic Data and Analytics that is cross functional and regions that supports strategy development  monitoring and decision making. EDS also set the Group Data Strategy and Drive adoption and value creation through projects and initiatives.  You will be leading a team within the Implementation Services team in the implementation of the New Enterprise Data Analytics platform project. Your main responsibilities include:   Define the implementation and project scope  Advises on the implementation and maintenance of the analytics platform environment  including runtime optimization  capacity management and integration planning  security  configuration  scheduling  and execution of maintenance utilities in relationship to use of Business Intelligence (BI) Tool Suites and Data Science Solutions   Ensure solution design is standardized and scalable to avoid exceptions and manual processes  Act as a liaison between the business and logistics operations teams to ensure business project needs are adequately met with technology solutions. Deliver detail business requirements & Review of functional specifications User Acceptance Testing - Leading the various team/streams to co-ordinate and orchestrate testing efforts Perform data profiling and gap analysis  source to target mappings  data issue capturing  resolution and escalation.   Clear and regular communication on implementation activities  Communicate to management and stakeholders to provide clarity in the implementation scope  timelines  risk  benefits across the implementation life cycle on a regular basis. Champion business change management  ensuring the business is prepared for the change. Work or liaise effectively with business representatives and project members Collaborate with constituent project managers  project leads  development leads and/or Scrum Masters to monitor cost  schedule and technical performance of component projects and operations   Drives vendors effectively to achieve project deliverables and ensure project is delivered on schedule   Requirements:  Minimum Bachelor Degree or equivalent professional qualifications with at least 10 years of working experience in banking industry  preferably with business / functional knowledge; of which at least 6 years of enterprise warehouse & analytics project/implementation experience Hands-on experience with Data Warehouse/Analytics implementation and management experience in a number of business disciplines such as consulting services  marketing and sales  project management  information technology  financial management  business operations  and software development  with proven ability to develop and integrate plans. Experience with Hadoop/Teradata Environment Good team player who possesses drive and initiative; Good written and verbal communication skills with demonstrated success presenting in a clear and compelling manner to cross-functional stakeholders and vendors that persuades action.Define the implementation and project scope  Advises on the implementation and maintenance of the analytics platform environment  including runtime optimization  capacity management and integration planning  security  configuration  scheduling  and execution of maintenance utilities in relationship to use of Business Intelligence (BI) Tool Suites and Data Science Solutions.Ensure solution design is standardized and scalable to avoid exceptions and manual processes  Act as a liaison between the business and logistics operations teams to ensure business project needs are adequately met with technology solutions. Deliver detail business requirements & Review of functional specifications User Acceptance Testing - Leading the various team/streams to co-ordinate and orchestrate testing efforts Perform data profiling and gap analysis  source to target mappings  data issue capturing  resolution and escalation.Clear and regular communication on implementation activities  Communicate to management and stakeholders to provide clarity in the implementation scope  timelines  risk  benefits across the implementation life cycle on a regular basis. Champion business change management  ensuring the business is prepared for the change. Work or liaise effectively with business representatives and project members Collaborate with constituent project managers  project leads  development leads and/or Scrum Masters to monitor cost  schedule and technical performance of component projects and operations.Drives vendors effectively to achieve project deliverables and ensure project is delivered on schedule.Minimum Bachelor Degree or equivalent professional qualifications with at least 10 years of working experience in banking industry  preferably with business / functional knowledge; of which at least 6 years of enterprise warehouse & analytics project/implementation experience.Hands-on experience with Data Warehouse/Analytics implementation and management experience in a number of business disciplines such as consulting services  marketing and sales  project management  information technology  financial management  business operations  and software development  with proven ability to develop and integrate plans.Experience with Hadoop/Teradata Environment.Good team player who possesses drive and initiative;.Good written and verbal communication skills with demonstrated success presenting in a clear and compelling manner to cross-functional stakeholders and vendors that persuades action.,"Senior Vice President, Enterprise Data Analytics Lead, Data Management Office",
